HLA,allele,rsid,F.Pval,F.OR,F.CI,glm.P,glm.E,glm.StdE,Case.Car,Case.Freq,Control.Car,Control.Freq,Case.Not,Control.Not,Case.Alleles,Case.Alelles.Not,Control.Alleles,Control.Alelles.Not,Case.Freq.Allele,Control.Freq.Allele,totalFreq,totalN
hap,03.01_03.03_04.01,hap:03.01_03.03_04.01,1,1.0660143949137,0.0767-14.8,0.886051600967841,0.144997463934247,1.01183073044428,2,0.0082,2,0.00769,242,258,2,486,2,518,0.0041,0.00385,0.00793650793650794,504
DRB1,13.02,DRB1:13.02,0.578101997850553,0.761864794170842,0.335-1.69,0.888197675856357,-0.0559549900009558,0.398014923786741,13,0.0556,18,0.0717,221,233,15,453,18,484,0.0321,0.0359,0.0639175257731959,485
DRB5,02.02,DRB5:02.02,1,0.930719434905424,0.283-2.99,0.889355114270898,-0.0741120555859256,0.53271933629071,7,0.0288,8,0.0309,236,251,7,479,8,510,0.0144,0.0154,0.0298804780876494,502
hap,04.02_03.03_04.10,hap:04.02_03.03_04.10,1,0.797038596384343,0.116-4.76,0.897739110733871,-0.100712635746932,0.783646582811685,3,0.0123,4,0.0154,241,256,3,485,4,516,0.00615,0.00769,0.0138888888888889,504
DQA1,05.05,DQA1:05.05,0.787297716297479,1.08512521465069,0.615-1.92,0.897906506463544,0.035661520919762,0.277940328878749,31,0.128,31,0.119,211,229,36,448,32,488,0.0744,0.0615,0.123505976095618,502
B,37.01,B:37.01,1,1.0709249011571,0.142-8.08,0.900710840818284,0.10327796511625,0.827790372810446,3,0.0132,3,0.0123,225,241,3,453,3,485,0.00658,0.00615,0.0127118644067797,472
B,35.05,B:35.05,1,1.07029869994718,0.0136-84.3,0.901491512902195,-0.177748566262935,1.43603389495411,1,0.00439,1,0.0041,227,243,1,455,1,487,0.00219,0.00205,0.00423728813559322,472
C,06.02,C:06.02,1,0.954460872352034,0.454-1.99,0.904737369022587,0.0423021986630205,0.353463586957113,17,0.0702,19,0.0734,225,240,18,466,19,499,0.0372,0.0367,0.0718562874251497,501
DRB1,01.01,DRB1:01.01,0.822340690706905,0.872971979129419,0.313-2.37,0.91801640168443,0.0486717256739358,0.472850083613088,9,0.0385,11,0.0438,225,240,9,459,11,491,0.0192,0.0219,0.0412371134020619,485
DRB1,13.01,DRB1:13.01,1,0.713136677518611,0.0591-6.28,0.926233977011028,-0.0859794740235063,0.928663511147635,2,0.00855,3,0.012,232,248,2,466,3,499,0.00427,0.00598,0.0103092783505155,485
hap,05.03_01.04_14.01,hap:05.03_01.04_14.01,1,1.06574241162958,0.0135-83.9,0.929601397020647,0.126921478947411,1.43663515018473,1,0.0041,1,0.00385,243,259,1,487,1,519,0.00205,0.00192,0.00396825396825397,504
hap,05.01_01.01_01.01,hap:05.01_01.01_01.01,0.822073497046522,0.867170008862997,0.312-2.35,0.929671792715289,0.0417108652110014,0.472602688047268,9,0.0369,11,0.0423,235,249,9,479,11,509,0.0184,0.0212,0.0396825396825397,504
DPB1,296.01,DPB1:296.01,1,1.06188650676341,0.0764-14.8,0.93600971268733,0.0821691298571564,1.0234539889581,2,0.0082,2,0.00772,242,257,2,486,2,516,0.0041,0.00386,0.00795228628230616,503
DQA1,02.01,DQA1:02.01,0.873928331789214,0.928485094653609,0.469-1.82,0.936162867120963,0.0261772666003571,0.326833715801462,20,0.0826,23,0.0885,222,237,20,464,24,496,0.0413,0.0462,0.0856573705179283,502
DQB1,06.03,DQB1:06.03,1,0.711590468759432,0.059-6.27,0.936478236159133,-0.0740266294907885,0.928850754235606,2,0.00826,3,0.0116,240,256,2,482,3,515,0.00413,0.00579,0.00998003992015968,501
DQA1,01.01,DQA1:01.01,0.890650694394359,0.932402328055458,0.522-1.66,0.936602894783299,-0.0225843678123898,0.283936239510445,28,0.116,32,0.123,214,228,28,456,33,487,0.0579,0.0635,0.119521912350598,502
hap,06.03_01.03_13.01,hap:06.03_01.03_13.01,1,0.708469614212795,0.0587-6.24,0.93770502285703,-0.0725721126858194,0.928570439726752,2,0.0082,3,0.0115,242,257,2,486,3,517,0.0041,0.00577,0.00992063492063492,504
C,08.01,C:08.01,0.73047730512189,1.08655367383528,0.673-1.75,0.93789983154401,0.0182356287035872,0.23406088651851,46,0.19,46,0.178,196,213,46,438,50,468,0.095,0.0965,0.183632734530938,501
A,26.01,A:26.01,0.706955699925657,0.81199982274254,0.354-1.82,0.943714933070662,-0.0277781890861267,0.39345052505758,13,0.0539,17,0.0656,228,242,13,469,18,500,0.027,0.0347,0.06,500
B,15.18,B:15.18,1,1.07156234851006,0.243-4.72,0.943773275499924,0.0456471746530399,0.647218991101926,5,0.0219,5,0.0205,223,239,5,451,5,483,0.011,0.0102,0.0211864406779661,472
DQB1,05.02,DQB1:05.02,0.736117746286555,1.08789892923074,0.682-1.73,0.949188545268894,-0.0151871234812357,0.238319781833598,49,0.202,49,0.189,193,210,57,427,52,466,0.118,0.1,0.19560878243513,501
DRB1,15.02,DRB1:15.02,1,1.00642095816909,0.568-1.78,0.949495514174144,0.0180447261857848,0.284885328369752,30,0.128,32,0.127,204,219,32,436,32,470,0.0684,0.0637,0.127835051546392,485
hap,05.02_01.02_16.01,hap:05.02_01.02_16.01,1,1.06628863797946,0.141-8.04,0.953287572599173,-0.0485703133067236,0.829144470074582,3,0.0123,3,0.0115,241,257,3,485,3,517,0.00615,0.00577,0.0119047619047619,504
DRB1,07.01,DRB1:07.01,0.873664499475487,0.926624595121378,0.468-1.82,0.954371681782032,0.0187385134526368,0.327494352419461,20,0.0855,23,0.0916,214,228,20,448,24,478,0.0427,0.0478,0.088659793814433,485
hap,06.01_01.01_15.02,hap:06.01_01.01_15.02,1,1.06628863797946,0.141-8.04,0.959363522020767,-0.0424015210681572,0.832180539431935,3,0.0123,3,0.0115,241,257,3,485,3,517,0.00615,0.00577,0.0119047619047619,504
hap,03.01_05.05_13.12,hap:03.01_05.05_13.12,1,1.06574241162958,0.0135-83.9,0.959770058568503,-0.0715529303290325,1.41851504447086,1,0.0041,1,0.00385,243,259,1,487,1,519,0.00205,0.00192,0.00396825396825397,504
DRB1,16.01,DRB1:16.01,1,1.07340803278077,0.142-8.1,0.961294404205847,-0.040249732132293,0.829390121452478,3,0.0128,3,0.012,231,248,3,465,3,499,0.00641,0.00598,0.0123711340206186,485
DRB1,15.06,DRB1:15.06,0.124373655402921,0,0-1.62,0.973690734399556,-14.4775886162455,438.984156244519,0,0,4,0.0159,234,247,0,468,4,498,0,0.00797,0.00824742268041237,485
hap,03.02_03.01_04.07,hap:03.02_03.01_04.07,0.249266306920383,0,0-2.57,0.976993480125691,-14.6923146058626,509.470635876944,0,0,3,0.0115,244,257,0,488,3,517,0,0.00577,0.00595238095238095,504
hap,05.02_01.02_15.06,hap:05.02_01.02_15.06,0.249266306920383,0,0-2.57,0.977142357137627,-14.5657242712546,508.371606198209,0,0,3,0.0115,244,257,0,488,3,517,0,0.00577,0.00595238095238095,504
A,26.03,A:26.03,0.249470941883768,0,0-2.6,0.97739220373634,-14.3614904765276,506.784379631664,0,0,3,0.0116,241,256,0,482,3,515,0,0.00579,0.006,500
C,02.02,C:02.02,0.483033932135729,Inf,0.0274-Inf,0.97878631591551,14.2368754202646,535.411226392705,1,0.00413,0,0,241,259,1,483,0,518,0.00207,0,0.00199600798403194,501
B,67.01,B:67.01,0.012274624147591,Inf,1.28-Inf,0.978826127017454,15.751852911483,593.499587713479,6,0.0263,0,0,222,244,6,450,0,488,0.0132,0,0.0127118644067797,472
B,27.05,B:27.05,0.483050847457627,Inf,0.0274-Inf,0.978865327878648,14.1838366927796,535.411227003316,1,0.00439,0,0,227,244,1,455,0,488,0.00219,0,0.00211864406779661,472
A,03.02,A:03.02,0.482,Inf,0.0276-Inf,0.979062467288626,14.0515020126018,535.411205740567,1,0.00415,0,0,240,259,1,481,0,518,0.00207,0,0.002,500
hap,04.02_04.01_08.01,hap:04.02_04.01_08.01,0.484126984126984,Inf,0.0273-Inf,0.979071629117874,14.045351951371,535.411205549711,1,0.0041,0,0,243,260,1,487,0,520,0.00205,0,0.00198412698412698,504
DRB1,08.01,DRB1:08.01,0.482474226804124,Inf,0.0275-Inf,0.979108990550088,14.0202724187069,535.411206954596,1,0.00427,0,0,233,251,1,467,0,502,0.00214,0,0.00206185567010309,485
hap,03.02_03.01_12.01,hap:03.02_03.01_12.01,0.484126984126984,Inf,0.0273-Inf,0.979240914386324,13.9317161986605,535.411203487471,1,0.0041,0,0,243,260,1,487,0,520,0.00205,0,0.00198412698412698,504
DRB1,08.04,DRB1:08.04,0.482474226804124,Inf,0.0275-Inf,0.97950356240525,13.7554106372779,535.411214263669,1,0.00427,0,0,233,251,1,467,0,502,0.00214,0,0.00206185567010309,485
hap,06.09_01.02_13.01,hap:06.09_01.02_13.01,0.484126984126984,Inf,0.0273-Inf,0.979503950154036,13.7551503467312,535.411213861863,1,0.0041,0,0,243,260,1,487,0,520,0.00205,0,0.00198412698412698,504
B,27.06,B:27.06,1,0,0-41.7,0.979566683396546,-13.7130401255468,535.411215744578,0,0,1,0.0041,228,243,0,456,1,487,0,0.00205,0.00211864406779661,472
hap,03.01_04.01_08.04,hap:03.01_04.01_08.04,0.484126984126984,Inf,0.0273-Inf,0.979580590030169,13.7037051015622,535.411212659085,1,0.0041,0,0,243,260,1,487,0,520,0.00205,0,0.00198412698412698,504
hap,05.02_01.04_11.01,hap:05.02_01.04_11.01,0.484126984126984,Inf,0.0273-Inf,0.979588607841366,13.6983227312051,535.411199020111,1,0.0041,0,0,243,260,1,487,0,520,0.00205,0,0.00198412698412698,504
B,15.10,B:15.10,0.483050847457627,Inf,0.0274-Inf,0.979606097914871,13.6865829732239,535.411222176901,1,0.00439,0,0,227,244,1,455,0,488,0.00219,0,0.00211864406779661,472
DQA1,05.08,DQA1:05.08,1,0,0-41.9,0.979694705247359,-13.6271038074023,535.411187101531,0,0,1,0.00385,242,259,0,484,1,519,0,0.00192,0.00199203187250996,502
hap,03.01_05.08_12.01,hap:03.01_05.08_12.01,1,0,0-41.6,0.979702446953448,-13.6219071422824,535.411187073126,0,0,1,0.00385,244,259,0,488,1,519,0,0.00192,0.00198412698412698,504
B,18.01,B:18.01,0.483050847457627,Inf,0.0274-Inf,0.979722461496025,13.6084728440807,535.411209569479,1,0.00439,0,0,227,244,1,455,0,488,0.00219,0,0.00211864406779661,472
B,39.05,B:39.05,1,0,0-41.7,0.979726798320091,-13.6055610846195,535.411184232391,0,0,1,0.0041,228,243,0,456,1,487,0,0.00205,0.00211864406779661,472
DPB1,31.01,DPB1:31.01,0.485089463220676,Inf,0.0272-Inf,0.979732615645769,13.6016563837942,535.411192433484,1,0.0041,0,0,243,259,1,487,0,518,0.00205,0,0.00198807157057654,503
DPB1,414.01,DPB1:414.01,1,0,0-41.4,0.979766797084112,-13.5787120427265,535.411196666536,0,0,1,0.00386,244,258,0,488,1,517,0,0.00193,0.00198807157057654,503
hap,05.02_01.02_08.04,hap:05.02_01.02_08.04,0.484126984126984,Inf,0.0273-Inf,0.979814764647013,13.5465133880773,535.411186856542,1,0.0041,0,0,243,260,1,487,0,520,0.00205,0,0.00198412698412698,504
DRB4,01.02,DRB4:01.02,0.484126984126984,Inf,0.0273-Inf,0.979840173908369,13.5294578539047,535.411206944635,1,0.0041,0,0,243,260,1,487,0,520,0.00205,0,0.00198412698412698,504
DRB3,02.24,DRB3:02.24,1,0,0-41.6,0.97989561421637,-13.4922450983991,535.411273169777,0,0,1,0.00385,244,259,0,488,1,519,0,0.00192,0.00198412698412698,504
DRB5,01.03,DRB5:01.03,1,0,0-41.6,0.97990402385634,-13.4865992494575,535.411238818976,0,0,1,0.00386,243,258,0,486,1,517,0,0.00193,0.00199203187250996,502
hap,03.01_01.02_15.06,hap:03.01_01.02_15.06,1,0,0-41.6,0.979910260245484,-13.4824130466372,535.411238091428,0,0,1,0.00385,244,259,0,488,1,519,0,0.00192,0.00198412698412698,504
DRB1,14.01,DRB1:14.01,1,0,0-41.8,0.979940221157303,-13.4623027276581,535.411276724093,0,0,1,0.00398,234,250,0,468,1,501,0,0.00199,0.00206185567010309,485
hap,06.01_01.03_15.01,hap:06.01_01.03_15.01,0.484126984126984,Inf,0.0273-Inf,0.979955541440498,13.4520170470171,535.411199800546,1,0.0041,0,0,243,260,1,487,0,520,0.00205,0,0.00198412698412698,504
B,15.17,B:15.17,1,0,0-41.7,0.979957391323231,-13.4507758789705,535.411222337219,0,0,1,0.0041,228,243,0,456,1,487,0,0.00205,0.00211864406779661,472
A,02.11,A:02.11,1,0,0-41.9,0.980055281865151,-13.3850665842876,535.411208511742,0,0,1,0.00386,241,258,0,482,1,517,0,0.00193,0.002,500
hap,04.01_03.03_04.10,hap:04.01_03.03_04.10,0.484126984126984,Inf,0.0273-Inf,0.980084368249656,13.3655421497389,535.41119804464,1,0.0041,0,0,243,260,1,487,0,520,0.00205,0,0.00198412698412698,504
C,07.01,C:07.01,1,0,0-41.7,0.980095049966047,-13.3583726367435,535.411220555269,0,0,1,0.00386,242,258,0,484,1,517,0,0.00193,0.00199600798403194,501
hap,05.03_01.04_14.07,hap:05.03_01.04_14.07,0.484126984126984,Inf,0.0273-Inf,0.980110143935115,13.3482404200586,535.411203208773,1,0.0041,0,0,243,260,1,487,0,520,0.00205,0,0.00198412698412698,504
DRB1,14.07,DRB1:14.07,0.482474226804124,Inf,0.0275-Inf,0.980149843060232,13.3215925601203,535.41120490907,1,0.00427,0,0,233,251,1,467,0,502,0.00214,0,0.00206185567010309,485
hap,03.01_05.05_15.06,hap:03.01_05.05_15.06,1,0,0-41.6,0.980191414543034,-13.293687956144,535.411207997902,0,0,1,0.00385,244,259,0,488,1,519,0,0.00192,0.00198412698412698,504
B,73.01,B:73.01,1,0,0-41.7,0.980201177736359,-13.287135162246,535.411236318073,0,0,1,0.0041,228,243,0,456,1,487,0,0.00205,0.00211864406779661,472
hap,03.01_05.05_12.10,hap:03.01_05.05_12.10,1,0,0-41.6,0.980230506672931,-13.267447681577,535.411212769357,0,0,1,0.00385,244,259,0,488,1,519,0,0.00192,0.00198412698412698,504
DRB1,01.02,DRB1:01.02,1,0,0-41.8,0.98029294865301,-13.2255344342824,535.411234939654,0,0,1,0.00398,234,250,0,468,1,501,0,0.00199,0.00206185567010309,485
hap,05.01_01.01_01.02,hap:05.01_01.01_01.02,1,0,0-41.6,0.980306125451704,-13.2166895224452,535.411231829002,0,0,1,0.00385,244,259,0,488,1,519,0,0.00192,0.00198412698412698,504
DPB1,15.01,DPB1:15.01,1,0,0-41.4,0.980379223282734,-13.1676242537778,535.411275721444,0,0,1,0.00386,244,258,0,488,1,517,0,0.00193,0.00198807157057654,503
DPA1,01.04,DPA1:01.04,1,0,0-41.6,0.98038566112676,-13.1633029100371,535.411275877126,0,0,1,0.00385,244,259,0,488,1,519,0,0.00192,0.00198412698412698,504
B,81.02,B:81.02,1,0,0-41.7,0.980484144969649,-13.0971950055893,535.411211427198,0,0,1,0.0041,228,243,0,456,1,487,0,0.00205,0.00211864406779661,472
B,14.01,B:14.01,1,0,0-41.7,0.980672066154777,-12.9710563922607,535.411256748934,0,0,1,0.0041,228,243,0,456,1,487,0,0.00205,0.00211864406779661,472
hap,03.01_06.01_08.03,hap:03.01_06.01_08.03,1,1.06574241162958,0.0135-83.9,0.98068699596121,0.0345423715555252,1.42692112128967,1,0.0041,1,0.00385,243,259,1,487,1,519,0.00205,0.00192,0.00396825396825397,504
DRB1,04.04,DRB1:04.04,1,0,0-41.8,0.98070388733842,-12.9496968937859,535.411256652191,0,0,1,0.00398,234,250,0,468,1,501,0,0.00199,0.00206185567010309,485
A,30.04,A:30.04,1,0,0-41.9,0.980732286275583,-12.9306344712884,535.411253513152,0,0,1,0.00386,241,258,0,482,1,517,0,0.00193,0.002,500
hap,04.02_03.03_04.04,hap:04.02_03.03_04.04,1,0,0-41.6,0.980747366782497,-12.9205119166859,535.411253320517,0,0,1,0.00385,244,259,0,488,1,519,0,0.00192,0.00198412698412698,504
C,08.02,C:08.02,1,0,0-41.7,0.980783465727107,-12.8962811154049,535.411254204014,0,0,1,0.00386,242,258,0,484,1,517,0,0.00193,0.00199600798403194,501
DPB1,01.01,DPB1:01.01,0.499449518031255,0,0-5.65,0.981219978449497,-14.6911815394178,624.109214360813,0,0,2,0.00772,244,257,0,488,2,516,0,0.00386,0.00397614314115308,503
DRB1,04.07,DRB1:04.07,0.499582516827128,0,0-5.71,0.981259772719078,-14.660733073762,624.138479026736,0,0,2,0.00797,234,249,0,468,2,500,0,0.00398,0.00412371134020619,485
B,55.01,B:55.01,0.232807945589982,Inf,0.201-Inf,0.981495102282688,14.4679164782375,623.76417226624,2,0.00877,0,0,226,244,2,454,0,488,0.00439,0,0.00423728813559322,472
C,04.06,C:04.06,0.499576846307385,0,0-5.7,0.981566543902182,-14.4191664293429,624.072158385503,0,0,2,0.00772,242,257,0,484,2,516,0,0.00386,0.00399201596806387,501
DRB4,01.01,DRB4:01.01,0.499510871280255,0,0-5.67,0.982081889472835,-13.9929987939035,623.048906797888,0,0,2,0.00769,244,258,0,488,2,518,0,0.00385,0.00396825396825397,504
B,38.01,B:38.01,0.124271315089153,0,0-1.61,0.98308526973987,-15.2400307925085,718.833478865362,0,0,4,0.0164,228,240,0,456,4,484,0,0.0082,0.00847457627118644,472
C,04.01,C:04.01,1,1.00357226435545,0.451-2.22,0.996294699079871,0.00175706550552703,0.378358041732077,15,0.062,16,0.0618,227,243,16,468,16,502,0.0331,0.0309,0.06187624750499,501
