sample.id,C.1,C.2,C.prob,matching
NA18984,12:02,14:03,0.999952391562536,0.00070063378755004
NA18985,01:02,03:04,0.999649891794111,5.63547036124452e-05
NA18986,03:03,15:02,0.91301310179848,5.59539512442442e-05
NA18987,01:02,08:01,0.879386067156993,0.000110309759159135
NA18988,07:02,07:02,0.99999999598927,0.000178116489136507
NA18989,08:01,08:01,0.777507492084202,1.13461083557199e-05
NA18990,03:03,14:03,0.956534131987959,6.83706563604433e-05
NA18991,12:02,15:02,0.928194273246216,0.000180261601905135
NA18992,12:02,14:03,0.999952391562536,0.00070063378755004
NA18993,03:03,07:02,0.984099284167742,9.78870311896646e-06
NA18994,03:04,07:02,0.941664014022475,5.75223090318101e-05
NA18995,03:03,14:03,0.972904270368894,9.89140278359597e-05
NA18997,03:03,07:02,0.996343737910289,5.9521728650817e-06
NA18998,01:02,12:02,0.994971440356194,0.000690327025254408
NA18999,01:02,08:01,0.773944466883017,0.000164807382534709
NA19000,01:02,07:02,0.999999823190308,5.32970420438267e-05
NA19001,07:02,12:02,0.999999999999986,0.00154042375698405
NA19002,06:02,14:03,0.999935475679644,0.000121748891232409
NA19003,07:02,07:02,0.999999887219799,4.60730765791534e-06
NA19004,03:03,12:02,0.992674971326372,0.000564862730696406
NA19005,03:02,07:02,0.997149299833185,7.22842145285731e-05
NA19006,03:03,15:02,0.986694875406686,8.37220834086844e-07
NA19007,01:02,03:03,0.908078449189474,2.90757670135611e-05
NA19009,03:03,12:02,0.886623172069517,3.49642363575941e-06
NA19010,03:03,08:01,0.939654861216652,2.6214560247793e-05
NA19011,07:02,08:01,0.89845837055294,4.09743523215966e-05
NA19012,03:03,03:03,0.97852663933318,9.52879456609883e-06
NA19054,03:03,14:03,0.988415440249599,0.000131587101650777
NA19055,01:02,07:02,0.999999205795486,0.000536920579867918
NA19056,03:04,08:01,0.750032207035363,4.84766804469155e-05
NA19057,01:02,08:01,0.934987801382416,0.000113740424330688
NA19058,01:02,07:02,0.999999553197949,7.27229570451116e-06
NA19059,01:02,12:02,0.761614976408807,0.00044914527014906
NA19060,07:02,14:02,0.999999910541676,4.56449780817473e-05
NA19062,07:02,14:03,0.999999718272927,0.000148402121556275
NA19063,04:01,08:01,0.903827938466433,0.00012136658862026
NA19064,01:02,07:04,0.891911786563066,2.90444488443965e-05
NA19065,07:02,14:02,0.999999587028414,1.09690324761157e-05
NA19066,12:02,14:02,0.999999799444596,0.000375406164256691
NA19067,01:02,08:01,0.916506671197183,3.05484187794564e-05
NA19068,01:02,03:04,0.996724444428214,6.72455390922411e-05
NA19070,01:02,12:02,0.91226268244773,0.00140974658818278
NA19072,01:02,03:02,0.911309970961895,0.000374601191563362
NA19074,03:04,12:02,0.999648996501308,0.000496604645396208
NA19075,03:03,04:01,0.987238179540934,4.36057232131848e-06
NA19076,03:04,03:04,0.997919522805399,7.29057161322993e-05
NA19077,06:02,14:02,0.999999863899099,0.000118998728532851
NA19078,01:02,08:01,0.830757108306804,7.56010874959897e-05
NA19079,08:01,14:03,0.876090756201331,1.87227909793755e-05
NA19080,03:02,03:04,0.999878507460672,1.75298275146172e-05
NA19081,03:03,12:02,0.991924400530605,0.000617698472556846
NA19082,03:04,14:02,0.950789410752863,1.0714716713013e-05
NA19083,03:03,14:03,0.996250224544534,2.15519217737702e-05
NA19084,03:04,03:04,0.796533657359234,5.78527253038882e-07
NA19085,12:02,14:03,0.999952391562536,0.000733169971737358
NA19086,08:01,14:02,0.968424559671048,3.89573665536656e-05
NA19087,03:04,14:03,0.665704314679231,3.00516976972073e-05
NA19088,03:03,03:03,0.943838552194522,5.24070586655475e-05
NA19089,07:02,14:03,0.997384115664024,0.000395944247576101
NA19090,03:03,14:02,0.977853348977478,4.69245184711383e-05
NA19091,03:04,07:02,0.98319841842783,6.7158703779331e-06
