sample.id,C.1,C.2,C.prob,matching
HG02031,03:02,15:02,0.996210211718139,4.81441229156783e-07
HG02032,01:02,08:01,0.834816056679315,7.4161838648936e-05
HG02035,07:02,15:05,0.971101194173589,2.66455518188296e-05
HG02040,01:02,15:05,0.907497903460107,9.67475663771817e-05
HG02047,07:02,08:01,0.999141789060177,5.3839164758636e-05
HG02048,15:05,15:05,0.999999524272897,1.29757273573129e-05
HG02049,12:02,12:03,0.646102357068566,1.02814607038381e-13
HG02050,01:02,07:02,0.999999990435323,5.96215963837863e-05
HG02057,03:03,03:04,0.96599444222141,2.10589089450473e-05
HG02058,03:02,03:02,0.589215266614473,5.47956754094115e-09
HG02060,07:02,08:01,0.999078220444574,8.53951107438724e-05
HG02061,01:02,03:03,0.871707816487769,0.000263507829694063
HG02064,01:02,07:02,0.903091497145521,0.000857986581730903
HG02067,04:01,04:03,0.99570111885082,3.98117560246163e-05
HG02069,03:02,14:02,0.915119405480298,4.01277297258859e-06
HG02070,03:04,15:05,0.959943907219975,1.19786143743962e-05
HG02072,04:01,07:02,0.986120817779876,1.58914880252343e-05
HG02073,03:03,04:03,0.968768117987769,1.96986347822037e-05
HG02075,03:03,07:02,0.804499959400709,1.2477899767437e-11
HG02076,01:02,08:01,0.911500004267278,0.000362695844407372
HG02078,08:01,15:05,0.999999680389882,5.24174403021543e-05
HG02079,01:02,04:03,0.918932102958475,7.53782758690172e-07
HG02081,03:02,06:02,0.999886869510799,0.000200770000139212
HG02082,01:02,03:02,0.918411559458155,0.00032265245775113
HG02084,06:02,08:01,0.939963471065894,4.22514458729152e-05
HG02085,07:02,07:02,0.999999999909245,0.00011352424578193
HG02086,05:01,08:01,0.328262496758224,2.60749280816218e-12
HG02087,12:03,14:02,0.968938763135328,6.8516668790271e-06
HG02088,01:02,07:02,0.902282413636345,9.18526709794241e-05
HG02113,03:04,07:04,0.914285895430821,1.95402623705327e-06
HG02116,07:02,07:04,0.983580624882672,2.06637102950412e-06
HG02121,03:02,08:01,0.999668034101059,0.000160581452710731
HG02122,03:02,03:04,0.997766064959039,3.07983230398283e-05
HG02127,01:02,03:04,0.906786553190423,0.000119079497008631
HG02128,03:03,07:02,0.837047629624419,5.32894205424386e-06
HG02130,07:02,08:01,0.999900103361754,8.50199106607554e-05
HG02131,01:02,03:02,0.987577736296923,7.84544383836317e-05
HG02133,01:02,07:04,0.975665290220248,6.54119898633446e-06
HG02134,03:03,03:03,0.921327564044026,7.77920028816447e-05
HG02136,01:02,01:02,0.967963583781313,3.45416484557497e-05
HG02137,03:03,14:02,0.935798583283775,0.000100519584171512
HG02138,04:03,06:02,0.999999986248456,2.63741918252842e-05
HG02139,12:03,15:05,0.850471891778892,1.03018148105235e-07
HG02140,06:02,15:05,0.999999630609975,5.63674946680104e-05
HG02141,03:02,14:02,0.971100854266814,3.88911535384542e-05
HG02142,01:02,14:02,0.925547151761696,6.61338010764838e-06
HG02151,01:02,03:04,0.854724028548932,9.50046925153358e-05
HG02152,01:02,03:04,0.777544620136394,0.000105652699940762
HG02153,03:04,14:02,0.999999993500756,3.63123779852632e-05
HG02154,01:02,12:02,0.806704900859251,8.14298581937152e-06
HG02155,03:04,15:02,0.955131909547596,5.99164659117664e-06
HG02156,01:02,03:04,0.590336512530073,2.64092853639349e-05
HG02164,01:02,07:02,0.678032461127344,2.15715497759662e-06
HG02165,01:02,12:02,0.898972399975249,2.03962147821817e-05
HG02166,01:02,08:01,0.744552756379334,8.41769715360801e-05
HG02178,01:02,07:02,0.914033117271381,1.45320645740477e-05
HG02179,03:04,03:04,0.733540161462441,9.9018854669668e-06
HG02180,01:02,07:06,0.898150435006432,0.000180245247921121
HG02181,01:02,01:02,0.826149936357785,0.000263645031172616
HG02182,01:02,04:03,0.725232440120513,2.53843676027048e-11
HG02184,01:02,15:02,0.827691777220063,1.6315256538059e-05
HG02185,03:04,04:06,0.534448316516786,6.59062181944307e-07
HG02186,01:02,08:01,0.92231207922359,0.000124885679907683
HG02187,01:02,08:01,0.911500004267278,0.000362695844407372
HG02188,01:02,03:04,0.641982667998531,3.32459308008186e-05
HG02190,03:04,07:02,0.999783415091564,5.86767951554742e-06
HG02250,03:04,07:02,0.999999953135655,4.39644482283465e-05
HG02351,03:02,04:06,0.559368218898348,1.66842106634838e-06
HG02353,03:04,03:04,0.912165457711005,1.71098756637227e-05
HG02355,01:02,04:03,0.923892755477483,2.62355829095152e-05
HG02356,01:02,03:02,0.999896095658682,0.00014594545807219
HG02360,08:01,12:02,0.965927522580747,9.52385238409253e-06
HG02364,03:04,03:04,0.978527267003742,8.20329137793839e-06
HG02367,01:02,07:02,0.865523612119159,4.45644999637488e-11
HG02371,01:02,07:02,0.896054967408324,4.53855377890505e-05
HG02373,07:02,08:01,0.9017973395606,4.01922576548913e-06
HG02374,03:02,08:01,0.999861003438356,0.000258917262867866
HG02375,03:03,03:04,0.619389378300846,1.3016081717488e-06
HG02379,01:02,12:02,0.941317033864842,4.61231842963872e-06
HG02380,03:02,03:03,0.966560734695299,0.000168266871477947
HG02382,03:02,08:01,0.924373003091154,1.21856804211862e-05
HG02383,01:02,14:02,0.878275258020694,1.13574690890818e-05
HG02384,03:04,07:02,0.990484473832619,1.15818559786459e-05
HG02385,01:02,12:02,0.89897239997522,2.03962181470694e-05
HG02386,03:04,08:01,0.839506184939564,3.80703877305697e-05
HG02389,01:02,04:01,0.861557245980952,4.1586527842979e-05
HG02390,03:04,08:01,0.999999971430943,0.000110075495321902
HG02391,03:04,07:02,0.99999999618267,2.6813361968607e-05
HG02392,03:04,04:01,0.847537241711228,6.6834467846537e-06
HG02394,01:02,07:02,0.990925690465246,9.95981173651114e-07
HG02395,07:02,12:02,0.975948266244954,1.5103910035807e-06
HG02396,01:02,07:02,0.871280202654734,4.50144736528503e-05
HG02397,01:02,14:02,0.876796286937766,1.14967020682761e-05
HG02398,01:02,01:02,0.736410722911636,0.000173360319265237
HG02399,01:02,14:02,0.504614736038271,6.39574261742397e-11
HG02401,03:04,07:02,0.998914158108397,1.97236136047058e-05
HG02402,04:03,14:02,0.318602900932314,8.28473051313545e-19
HG02406,01:02,08:01,0.905584415007542,0.000305093691096899
HG02407,03:03,03:04,0.539888606178608,4.61888093140963e-07
HG02408,01:02,14:02,0.812923339706388,7.18041213930822e-05
HG02409,08:01,12:03,0.999824344020105,0.000110450298991548
HG02410,01:02,03:04,0.894331703541303,0.000146340641251097
HG02512,01:02,07:06,0.977932803320241,4.65247650299834e-05
HG02513,01:02,08:01,0.911500004267278,0.000362695844407372
HG02521,08:01,15:05,0.999999736509322,6.90344439082046e-05
HG02522,01:02,01:02,0.826149936357785,0.000263645031172616
NA18525,07:02,08:01,0.932330060318227,0.000230660389945212
NA18526,03:02,07:02,0.999896097116014,6.56163330068709e-05
NA18528,03:04,06:02,0.999999999999214,4.8622049526863e-05
NA18530,04:01,08:01,0.854225238894751,2.89620622674537e-06
NA18531,03:03,07:02,0.978307168015633,2.55702767094941e-05
NA18532,06:02,07:04,0.98983718763545,1.1090161909996e-05
NA18533,01:02,01:02,0.862074001105202,0.000183396444262327
NA18534,03:02,04:01,0.983632182522041,0.00045002542886448
NA18535,07:02,15:02,0.762274380449744,3.32877612976756e-11
NA18536,07:02,15:02,0.964835777903181,8.50316952297465e-07
NA18537,01:02,07:02,0.884249560374282,5.82464778763112e-06
NA18538,03:02,04:01,0.986458152053491,0.000371049047074716
NA18539,01:02,07:02,0.999999992025506,8.15444047160356e-05
NA18541,08:02,14:02,0.999999855674136,2.08642216475078e-05
NA18542,01:02,03:02,0.911453974525898,0.000196904636162575
NA18543,01:02,03:04,0.919344331039869,5.39224687904591e-05
NA18544,07:02,12:02,0.999999999999986,0.00255058727309922
NA18545,04:82,07:02,0.711242601411369,1.06813323111589e-05
NA18546,03:02,03:04,0.846436593585916,3.91269914444447e-05
NA18547,08:01,12:03,0.988463274757422,2.1327320231706e-05
NA18548,03:04,14:02,0.908039167311198,4.0290568124259e-06
NA18549,03:02,12:03,0.51300910190147,6.59455942010837e-07
NA18550,01:02,03:04,0.904241823256106,0.000147243411499405
NA18552,01:02,15:02,0.856777670407289,1.34380584882926e-05
NA18553,02:02,07:02,0.99359162045545,5.65303361826414e-05
NA18555,01:02,07:02,0.986876823314185,7.581787404822e-06
NA18557,05:01,12:03,0.632085107192736,9.3581840686103e-07
NA18558,07:02,08:01,0.967468398118002,4.22939730347502e-06
NA18559,06:02,08:01,0.999505547226149,2.7922796307262e-05
NA18560,01:02,07:02,0.998573243275718,3.7424671237463e-05
NA18561,01:02,07:02,0.999496554894354,4.7615552135965e-05
NA18562,12:02,14:02,0.995299854320352,2.37445585556314e-05
NA18563,08:01,15:02,0.843899106610301,2.23821284451413e-05
NA18564,03:04,06:02,0.99999999999931,7.91604033694442e-05
NA18565,07:02,14:02,0.947778801060775,1.18487977841902e-11
NA18566,03:03,07:02,0.976302806071472,5.30846436180802e-05
NA18567,06:02,06:02,1,0.000267145057076916
NA18570,03:03,03:03,0.884544014186491,6.66331271243443e-05
NA18571,07:02,15:02,0.878633980405655,5.84980538860978e-08
NA18572,01:02,03:03,0.972923596709259,0.00010860739517968
NA18573,01:02,07:02,0.882872118163278,2.76808102566109e-05
NA18574,07:02,08:01,0.915207172810687,6.17997384978066e-05
NA18577,01:02,15:02,0.954053171234386,2.90452289821797e-05
NA18579,08:01,12:02,0.83327609381169,0.000137004151064701
NA18582,07:02,12:02,0.999999999999549,0.000294191696714609
NA18591,03:02,03:02,0.999634056957094,0.000153273873246634
NA18592,08:01,08:01,0.813930768433146,1.93410229605738e-05
NA18593,04:82,06:02,0.711924194196192,2.63215151236403e-05
NA18595,05:01,15:02,0.973575588736075,1.33172658981426e-05
NA18596,01:02,04:01,0.863390341780003,0.000433469280266125
NA18597,04:01,14:02,0.99378375100565,2.46056278096966e-06
NA18599,01:02,06:02,0.999999992026084,0.000269723987229511
NA18602,01:02,03:03,0.933494885292107,7.98813060552191e-05
NA18603,06:02,08:01,0.949354994487741,0.000136037307063878
NA18605,03:03,07:02,0.947407153642113,4.16908037205457e-05
NA18606,03:03,03:04,0.956065129732299,6.07976334563619e-05
NA18608,08:01,15:02,0.92151066820628,2.88178872715654e-05
NA18609,07:02,12:03,0.999914606661214,2.59277409455888e-05
NA18610,03:03,12:02,0.979199057153236,0.000440415542069329
NA18611,07:02,14:02,0.982583116866529,7.79837746475705e-06
NA18612,06:02,08:01,0.909913870795464,7.61484916361669e-05
NA18613,03:04,14:02,0.999999680337915,5.61323893670754e-05
NA18614,01:02,03:02,0.912074567476377,0.000209457655637252
NA18615,01:02,06:02,0.90234015168863,0.000435653876437283
NA18616,07:02,08:01,0.935652002636669,1.34230977847788e-05
NA18617,03:02,15:02,0.977701884978659,7.00108297775861e-05
NA18618,03:04,04:01,0.546030532217524,5.25836564383692e-05
NA18619,03:02,03:04,0.996289115619102,8.03762617402052e-05
NA18620,04:82,07:02,0.566805417978901,9.96359417838562e-07
NA18621,01:02,08:01,0.842246770094206,2.4805496731858e-05
NA18622,12:03,14:02,0.993465396340121,1.99440231148278e-05
NA18623,03:04,06:02,0.840978897496051,4.21883008819281e-05
NA18624,06:02,12:02,0.999999999999985,0.00136183218950148
NA18625,01:02,06:02,0.987312769393163,3.72482706056292e-05
NA18626,06:02,15:02,0.966754305398262,7.68175047340813e-05
NA18627,04:01,14:02,0.997265796787598,0.000266066624021403
NA18628,01:02,03:02,0.912074567477281,0.000359113396650435
NA18629,01:02,04:01,0.911211448329011,0.000688598376002514
NA18630,03:04,08:01,0.710350261683874,2.67409781806092e-07
NA18631,07:02,07:02,0.838196111308957,8.64035545258878e-09
NA18632,01:02,03:02,0.912074567477281,0.000359113396650435
NA18633,01:02,01:02,0.999999981004185,9.77741921947946e-05
NA18634,01:02,03:03,0.64986315525578,2.72818847713098e-08
NA18635,08:01,14:02,0.937967428122164,8.56700858754646e-05
NA18636,01:02,07:02,0.902366039456162,9.79839301032348e-05
NA18637,04:01,07:02,0.996098941025555,0.000177208628047808
NA18638,03:02,07:02,0.999896098944437,8.00561955548827e-05
NA18639,01:02,08:01,0.994971436635317,0.000193082428538727
NA18640,01:02,01:02,0.797869453726704,0.00014489643109316
NA18641,03:04,14:02,0.84413501975549,1.93942146995306e-05
NA18642,07:02,12:03,0.999951042243581,0.000610430836763067
NA18643,01:02,08:01,0.674831282673709,0.000129884798428143
NA18644,03:04,08:01,0.941810221882268,1.47660877933461e-05
NA18645,03:02,07:02,0.995145346954915,7.76029630769268e-05
NA18646,03:03,15:02,0.937293627326036,3.40725397577025e-05
NA18647,05:01,06:02,0.997498894034683,2.7036543816304e-05
NA18648,01:02,03:04,0.903443546874833,0.000256599733649653
NA18740,03:04,07:02,0.999999999999471,3.2133889224027e-05
NA18745,07:02,08:01,0.774370780081847,1.16084533954373e-05
NA18747,04:01,04:01,0.986113562056068,0.000123458271797374
NA18748,03:02,07:02,0.987221464198511,0.000406540747728259
NA18749,06:02,07:06,0.989134826425659,3.99991216668888e-05
NA18757,01:02,07:02,0.999999205766995,0.000541175274955651
NA18939,07:02,12:02,0.961174672134427,1.15325234970383e-06
NA18940,01:02,12:02,0.91226268244777,0.000896287318407121
NA18941,03:03,03:04,0.932154861953655,6.65139390723015e-05
NA18942,03:03,14:03,0.989734351574351,1.38315718131404e-05
NA18943,01:02,03:03,0.892231967032084,0.000245467482139663
NA18944,03:04,14:02,0.899404306030508,5.34312783192386e-06
NA18945,07:02,14:03,0.953403089832976,4.93522164276268e-06
NA18946,07:02,12:02,0.999999999999904,0.00150297916439647
NA18947,12:02,12:02,0.999999999999968,0.00130042314947587
NA18948,06:02,07:02,1,0.000843570326608687
NA18949,03:04,07:02,0.999265633258883,0.000372832510177876
NA18950,07:02,12:02,0.999999999999986,0.0025290653619148
NA18951,01:02,03:04,0.926474235284958,5.0445177319034e-05
NA18952,07:02,14:02,0.999999938385218,0.000287025583178369
NA18953,03:04,03:04,0.95355217013828,1.78061200647388e-05
NA18954,03:04,12:02,0.999999999999895,0.000610335692382971
NA18956,03:03,03:04,0.896212249032475,6.94933954895289e-06
NA18957,12:02,12:02,0.999999999999972,0.00178642326876261
NA18959,07:02,12:02,0.999999999999973,0.000544507699637837
NA18960,01:02,08:01,0.957621628620473,8.58105681273126e-05
NA18961,01:02,01:02,0.998074194158764,4.50192650092332e-05
NA18962,07:02,12:02,0.999999999999986,0.0025290653619148
NA18963,03:04,14:03,0.998344064494152,8.2936883086454e-05
NA18964,03:03,03:04,0.979459640401753,8.51889549466495e-05
NA18965,04:01,08:01,0.977239128788521,7.54665826264567e-06
NA18966,03:03,03:03,0.958378704206101,4.53461533090412e-06
NA18967,03:04,14:02,0.998866117500961,0.000121903047677243
NA18968,07:02,14:02,0.999999924497199,6.528954707307e-05
NA18969,08:01,12:02,0.776964076398386,0.000144227075875894
NA18970,01:02,07:04,0.994932022110653,1.0749135857172e-05
NA18971,03:04,07:02,0.992607532538378,9.48724651432649e-06
NA18972,01:02,03:03,0.947449858411409,8.99112075857573e-05
NA18973,01:02,03:03,0.931650227231802,7.72934164980765e-05
NA18974,07:02,07:02,0.993001073921082,1.05096653027608e-07
NA18975,04:01,07:02,0.997072132559103,0.000470057048532605
NA18976,14:03,14:03,0.999905775731913,6.7178683519559e-05
NA18977,01:02,03:04,0.988962978141501,6.22010189170905e-05
NA18978,05:01,14:02,0.958342979404905,2.51973225629028e-06
NA18979,01:02,12:02,0.898131938109136,2.73305602241021e-05
NA18980,03:03,03:04,0.992787888733213,5.47200098417968e-06
NA18981,14:02,14:02,0.999999854707547,6.54116648614433e-05
NA18982,08:01,12:02,0.897598525489612,0.000153420829500644
NA18983,03:03,04:01,0.977479777422529,0.000537484942726649
