sample.id,DPA1.1,DPA1.2,DPA1.prob,matching
HG02512,01:03,02:02,0.994562970354727,0.00010238714091747
HG02513,02:02,02:07,0.491845212519436,7.53813972919423e-06
HG02521,01:03,01:03,0.983241915482682,1.90546197304741e-05
HG02522,02:02,02:02,0.987751630860662,3.92593750158195e-05
NA18525,01:03,02:02,0.672747090318426,2.27871547128267e-05
NA18526,01:03,02:07,0.52120809418352,1.3758592332146e-05
NA18528,01:03,02:02,0.447774842173144,2.40860432231967e-05
NA18530,02:01,02:01,0.973005886402696,2.54170891033637e-05
NA18531,01:03,01:03,0.923605628950735,0.000225844315922356
NA18532,01:03,02:01,0.984260223197073,0.000272352967358201
NA18533,02:02,02:02,0.955283819387741,0.000301508941515394
NA18534,02:02,02:02,0.873897507380059,8.2421181041521e-06
NA18535,01:03,02:02,0.969929133776167,0.000429913209191621
NA18536,01:03,02:02,0.976128041833572,0.00121890519773384
NA18537,02:02,02:02,0.975660456897392,2.38294871812096e-05
NA18538,01:03,02:01,0.888047494495365,1.98302295738958e-05
NA18539,01:03,02:02,0.982331769217797,0.000533458839788248
NA18541,01:03,02:02,0.841112120414785,3.99423632195987e-06
NA18542,01:03,02:02,0.98224992035392,0.000260341522578443
NA18543,01:03,02:02,0.991976660186007,0.000476187083302745
NA18544,01:03,01:03,0.761201745604758,2.35888230384612e-05
NA18545,01:03,04:01,0.807680323533041,7.54986542241474e-06
NA18546,01:03,02:02,0.498291565075915,7.87862623103595e-07
NA18547,02:01,02:02,0.841711735071703,4.59309380830817e-06
NA18548,01:03,02:02,0.942314505774223,0.000481587519022983
NA18549,01:03,02:01,0.977163621145894,6.9085159133354e-05
NA18550,01:03,02:02,0.978200505350086,0.000233852685700745
NA18552,01:03,02:02,0.995791835091648,0.00012915369612311
NA18553,01:03,01:03,0.930330923524643,5.4574701024273e-05
NA18555,02:02,02:02,0.969886263250904,0.000318067523523581
NA18557,02:02,02:02,0.919764312929008,0.000290351344975983
NA18558,02:02,04:01,0.788572828535938,1.55746587008815e-05
NA18559,01:03,02:02,0.919570657185752,0.000671773099485234
NA18560,02:01,02:02,0.948424590187233,3.22387908294275e-05
NA18561,01:03,02:02,0.981469496621532,0.000922431850286459
NA18562,01:03,02:02,0.997456636734848,0.000184429478858409
NA18563,01:03,01:03,0.99105727359992,0.000175063445677793
NA18564,02:01,02:02,0.949656770815678,5.01265640975696e-05
NA18565,01:03,02:02,0.991223994703019,0.00207089737635064
NA18566,01:03,02:02,0.95693182031825,0.000108724639278527
NA18567,01:03,02:02,0.998183357804781,7.51610526467065e-05
NA18570,01:03,02:02,0.985226100894125,0.000114403185636002
NA18571,01:03,01:03,0.991232963870572,0.000183274362913367
NA18572,01:03,02:01,0.961517034175448,0.000586530057969942
NA18573,02:02,02:02,0.983866499273724,0.000220261825545951
NA18574,02:01,02:02,0.956079418188186,5.1905222685594e-05
NA18577,01:03,01:03,0.992944974778341,0.000606516125630159
NA18579,01:03,02:02,0.989112548074379,0.000579455895833646
NA18582,01:03,02:02,0.987023574526142,0.00129705471616891
NA18591,01:03,01:03,0.995876157021361,0.000264192050847555
NA18592,01:03,02:02,0.988640661775813,0.000329035885121817
NA18593,01:03,02:02,0.914019010867775,0.000358480967944025
NA18595,01:04,02:02,0.710258521549226,0.000108336578473687
NA18596,01:03,02:01,0.97113972250185,0.000137511173174607
NA18597,01:03,02:01,0.991699447317237,0.000301284907243819
NA18599,02:02,02:07,0.502170367232768,1.40833756261701e-05
NA18602,02:02,02:02,0.982264698107038,5.96064932159325e-05
NA18603,02:02,02:02,0.942804069686583,0.000322746473078806
NA18605,02:02,02:02,0.983136038995516,5.73957032799298e-05
NA18606,02:02,02:02,0.977772336834221,0.000108125473370013
NA18608,01:03,02:02,0.974430093982056,0.000726852329105869
NA18609,01:03,02:02,0.993745971951354,0.000127711450869255
NA18610,01:03,02:02,0.978352645093134,0.000749074306398137
NA18611,01:03,02:02,0.99271017313504,0.00025099287182387
NA18612,01:03,02:02,0.873771519766512,0.000123287325611116
NA18613,01:03,01:03,0.982428179807132,0.000459350574927364
NA18614,01:03,02:01,0.978580597450041,0.000225700397937823
NA18615,02:01,02:02,0.998952475148212,9.4037761018239e-05
NA18616,01:03,02:02,0.999098058151085,0.000359835245663349
NA18617,01:03,02:02,0.948562244167819,0.000439914502451704
NA18618,01:03,02:01,0.988416457891713,0.000310900266805672
NA18619,01:03,01:03,0.558424423042277,5.12562903383464e-05
NA18620,01:03,02:02,0.979831227741147,0.000118882152403951
NA18621,02:02,02:02,0.981019219195136,9.98558745314008e-05
NA18622,01:03,02:02,0.978847400723613,0.00172796075102557
NA18623,01:03,02:01,0.987847166388485,0.000227064054929319
NA18624,02:01,02:02,0.982831905396805,0.000123815182236878
NA18625,02:01,02:02,0.973187380831977,5.48554705343195e-05
NA18626,01:03,01:03,0.982823247341975,0.00011535968766194
NA18627,02:02,02:02,0.966997730079299,0.000488198503675525
NA18628,01:03,02:02,0.954554582034813,0.000659122344375413
NA18629,02:02,02:02,0.930639961869609,0.000186568199035918
NA18630,02:02,02:02,0.973663337785421,5.51184843208874e-05
NA18631,02:02,02:02,0.976492812484211,0.000521235804317651
NA18632,01:03,04:01,0.756653416905517,1.37226537643349e-05
NA18633,02:02,02:02,0.939239635328618,0.000322419469241414
NA18634,02:02,02:02,0.980490797458405,0.000517385958870403
NA18635,01:03,02:02,0.992121062704679,8.7278853310817e-05
NA18636,01:03,02:02,0.986536773684448,0.000149148555359626
NA18637,02:02,02:02,0.956392733544447,0.000372552814842242
NA18638,01:03,01:03,0.989642549402347,0.000588920341751073
NA18639,01:03,02:02,0.943976746069065,8.73507563527782e-05
NA18640,01:03,02:01,0.861516647073525,0.000131927672895478
NA18641,01:03,02:02,0.998291055891306,0.000243974968199689
NA18642,01:03,02:02,0.967201408373897,7.06789407299426e-05
NA18643,02:02,02:02,0.960862753483181,0.000261626573349332
NA18644,01:03,01:03,0.625749567476889,4.37215623863822e-05
NA18645,02:01,02:02,0.974684579517363,0.000196447534404491
NA18646,01:03,02:07,0.443908244584484,1.23560802138786e-05
NA18647,02:01,02:02,0.946050955820425,6.2940758224118e-05
NA18648,01:03,02:01,0.958851303644676,0.00015256450606345
NA18740,02:02,02:02,0.98318545768213,5.22327185820678e-05
NA18745,01:03,02:02,0.974882617120164,0.000280845706601948
NA18747,02:02,02:02,0.977955187767922,8.69676127835018e-05
NA18748,01:03,02:01,0.967552758721844,0.000325960239337273
NA18749,01:03,01:03,0.985028288255633,0.000133036437488595
NA18757,01:03,02:02,0.972740635943833,0.000413476760868055
NA18939,01:03,02:02,0.980768164452626,0.00123359703621256
NA18940,01:03,01:03,0.996912131779238,0.000306338066943575
NA18941,02:02,02:02,0.965637804744854,0.000281603722022493
NA18942,02:02,02:02,0.964471045419543,0.000288435385947622
NA18943,01:03,02:02,0.976729777055013,0.000831346799071487
NA18944,01:03,02:02,0.956951496205345,0.000607475867881325
NA18945,01:03,02:02,0.979454294088542,0.00116796716532699
NA18946,01:03,02:02,0.983124350986632,0.000808657653173056
NA18947,02:01,02:01,0.997887248264158,0.000677300299654831
NA18948,01:03,02:01,0.997370882858731,0.000272070723029639
NA18949,01:03,01:03,0.988829929975996,0.000733026078175223
NA18950,01:03,02:02,0.983787895004858,0.00077296912563965
NA18951,01:03,02:02,0.960981338238672,0.00126935085963966
NA18952,02:01,02:02,0.95510133661806,3.79754350080031e-05
NA18953,02:02,02:02,0.972354919105354,0.000263031061872104
NA18954,01:03,02:01,0.990990720108176,0.00138305786678352
NA18956,02:01,02:02,0.984498995782799,0.000414038112499717
NA18957,01:03,02:01,0.984089091598403,0.000650078058214356
NA18959,02:01,02:02,0.955292372671206,0.000351833107424458
NA18960,02:02,02:02,0.987338144430928,0.000308128687758418
NA18961,02:02,02:02,0.973180843733152,0.000212880324711265
NA18962,01:03,02:01,0.99848579655351,0.00119183190763417
NA18963,01:03,01:03,0.982076493416762,0.000611903430078638
NA18964,01:03,01:03,0.995680820686615,0.000342900312048177
NA18965,01:03,02:02,0.990874281273273,0.00152478264473291
NA18966,02:01,02:02,0.959943787673629,0.000111670220799415
NA18967,01:03,02:02,0.997856044696724,0.000304842045945519
NA18968,01:03,02:02,0.976297628570265,0.000157440641492456
NA18969,01:03,02:01,0.959022193937215,0.000357927345592575
NA18970,02:01,02:02,0.97591860220752,0.000285900217447316
NA18971,02:02,02:02,0.972682666652153,0.000397642074116095
NA18972,01:03,02:02,0.978254737160388,0.000923189267598936
NA18973,02:02,02:02,0.976337302957358,0.000430850060548009
NA18974,01:03,01:03,0.993292129015697,0.000296828153356041
NA18975,01:03,01:03,0.987667775599655,0.000283404741855011
NA18976,01:03,01:03,0.998412914543871,9.33687786771421e-05
NA18977,02:02,02:02,0.937719165379548,0.000254003640678042
NA18978,02:02,02:02,0.931896538581879,9.19266239375717e-05
NA18979,02:01,02:02,0.978668769735464,0.000501705454424043
NA18980,01:03,01:03,0.945251714495476,1.54548549936224e-05
NA18981,01:03,02:02,0.990596846004021,0.000913202269446681
NA18982,02:01,02:02,0.973701316151766,5.35449687960185e-05
NA18983,01:03,02:02,0.98357111926418,0.000944095031529231
NA18984,01:03,01:03,0.98057598833127,4.41208590056461e-05
NA18985,02:02,02:02,0.982143552835228,0.00020402944831765
NA18986,01:03,02:02,0.984166437843685,0.000676823770555095
NA18987,02:02,02:02,0.989340114283994,5.52945413839393e-05
NA18988,01:03,01:03,0.982308777262833,0.000935363917247547
NA18989,02:01,02:02,0.982324638789704,2.96221006202151e-05
NA18990,02:02,02:02,0.968878562445717,1.98898485081131e-05
NA18991,01:03,01:03,0.984378902445735,0.000324010292429572
NA18992,01:03,02:01,0.995506652622545,0.000739737539312886
NA18993,01:03,02:01,0.891718676706702,6.38819689165605e-05
