sample.id,DPA1.1,DPA1.2,DPA1.prob,matching
HG00403,02:02,02:02,0.997297124130804,1.63107156853539e-05
HG00404,02:02,02:02,0.999659787393892,1.025120748896e-05
HG00406,02:02,02:02,0.967134208091006,7.18065443257124e-05
HG00407,01:03,04:01,0.849837198043759,2.1109499182234e-05
HG00409,01:03,02:02,0.955158492167096,0.00126528388913166
HG00410,02:02,02:02,0.993931095820648,0.000147247089339718
HG00419,02:02,02:02,0.984262914393151,0.000154381136535394
HG00421,02:01,02:02,0.999977150744274,2.95470890105988e-05
HG00422,02:02,02:02,0.975562748450974,0.00019932827674304
HG00428,02:01,02:02,0.986415516607196,3.70455048079913e-05
HG00436,01:03,01:03,0.987715133266242,0.00047783667407974
HG00437,02:02,02:02,0.983048654632304,0.000529378072188306
HG00442,01:03,02:02,0.962313452810864,0.000306602240736568
HG00443,01:03,02:02,0.996034181404528,0.000363139385053422
HG00445,01:03,01:03,0.983683435037233,0.000397258578713051
HG00446,01:03,02:01,0.975375516520752,0.000485931816041823
HG00448,02:02,02:02,0.980256564334042,0.000427138563727591
HG00449,02:01,02:02,0.986779031540118,6.81572135280272e-05
HG00451,02:01,02:02,0.963109206273082,7.35583773445923e-05
HG00452,01:03,01:03,0.985368985299281,0.000425570521289738
HG00457,02:02,02:02,0.974730305158574,0.000312796321633428
HG00458,01:03,02:02,0.97292266002738,0.00113943788514646
HG00463,01:03,02:02,0.987132578687906,0.000281679601370839
HG00464,01:03,02:02,0.969659980496152,0.000261941908995109
HG00472,02:02,02:02,0.985582221126493,0.000353141821953574
HG00473,01:03,02:02,0.979815137260621,4.56256091641178e-05
HG00475,02:01,02:02,0.971505609024211,4.34385807078004e-05
HG00476,01:03,02:02,0.989643796093671,0.00113705347218801
HG00478,02:02,02:02,0.971632873794921,0.000424939681569968
HG00479,02:02,02:02,0.973904496786613,0.000208500916557787
HG00500,01:03,04:01,0.454654329175131,1.54794670699101e-07
HG00513,02:01,02:02,0.95515276532764,7.39999584857562e-05
HG00524,01:03,02:02,0.990046636813518,0.000759087027237267
HG00525,01:03,02:02,0.994928477527134,0.000240703745694576
HG00530,02:01,02:02,0.923075935226151,3.5725642370494e-05
HG00531,02:01,02:02,0.994415860278237,2.76582916840581e-05
HG00533,02:02,02:02,0.983356447139855,0.000119311213353629
HG00534,02:01,04:01,0.684948765323182,4.74632011996502e-06
HG00536,01:03,02:02,0.982102651434294,0.000380232905674028
HG00537,01:03,04:01,0.638272703313881,3.91605862042118e-06
HG00542,02:01,04:01,0.591326254469443,6.23673986607071e-07
HG00543,02:02,04:01,0.726673145733543,3.89568418772128e-06
HG00556,02:02,02:02,0.948358081342766,0.000109623358509143
HG00557,02:02,02:02,0.911457981913756,0.000104528733659857
HG00559,01:03,02:02,0.98437155898034,0.000428756286967396
HG00560,02:02,02:02,0.984192251584801,0.000268679857429326
HG00565,02:02,02:02,0.989062750969523,0.000617478966016746
HG00566,01:03,02:02,0.985048674318908,0.000119355127034801
HG00580,02:02,02:02,0.973540919124854,0.000643069861281779
HG00581,01:03,02:02,0.996202494753059,0.000196712882821518
HG00583,01:03,02:02,0.984724978142945,8.12112864548602e-05
HG00584,02:02,02:02,0.965908114061712,0.000399122444016189
HG00589,01:03,01:03,0.926453134485212,8.15726248080557e-05
HG00590,01:03,01:03,0.979074123123593,0.000332843497136573
HG00592,01:03,02:01,0.965572548558131,3.86942560477363e-06
HG00593,01:03,02:07,0.506445407321538,5.68571954499776e-06
HG00595,01:03,02:02,0.9566417011183,0.000828038445136787
HG00596,01:03,02:02,0.988467140632889,0.00145187464709912
HG00598,01:03,02:02,0.988686655896865,0.00172542443900981
HG00599,01:03,02:02,0.96885248196855,0.00174475976007757
HG00607,01:03,02:02,0.994436270368408,0.000221712077849036
HG00608,02:01,02:02,0.912605565424428,6.92851644319447e-05
HG00610,01:03,02:02,0.418592762696841,1.56251496795207e-05
HG00611,02:02,02:02,0.987442822649165,0.00026465113529314
HG00613,02:01,02:02,0.973401050063958,0.000156450672760903
HG00614,02:02,02:02,0.962770600457827,0.000270920404755489
HG00619,01:03,02:02,0.983366924486789,0.000225830008195031
HG00620,01:03,02:02,0.977825394259797,0.000236136661429305
HG00622,01:03,02:02,0.992671309890977,0.000391553566961199
HG00623,01:03,02:02,0.999238580524232,0.000163323745985157
HG00625,01:03,02:02,0.994138800841115,0.000258589007210644
HG00626,02:02,02:02,0.971553376045947,5.99300083852285e-05
HG00628,01:03,02:02,0.986197429185824,0.000151286286834823
HG00629,01:03,02:02,0.994992515391079,0.000345969640679955
HG00631,02:01,02:02,0.952153054171905,1.25035281471286e-05
HG00632,02:02,02:02,0.987167011856852,0.000606266166358846
HG00634,01:03,04:01,0.870216502087422,1.06308360972549e-05
HG00650,02:02,02:02,0.988816474431138,5.92751273317504e-05
HG00651,02:02,02:02,0.968566016020823,7.12192266357289e-06
HG00653,02:02,04:01,0.727219932285335,2.03113153566492e-06
HG00654,01:03,02:02,0.946480794632754,5.36666539090047e-07
HG00656,02:02,02:02,0.979472257205559,0.000455265407337618
HG00657,02:02,02:02,0.985659878642253,1.59095233923884e-05
HG00662,01:03,02:02,0.996367419010783,0.000262112640820997
HG00663,01:03,02:02,0.986453021268002,0.00102633767566631
HG00671,01:03,02:02,0.987167174636012,0.000265622589626276
HG00672,01:03,02:02,0.962790468578914,0.000113665709024344
HG00674,01:03,02:01,0.923591513843988,8.00157061165593e-06
HG00675,02:02,02:02,0.903915871941356,0.000342785865336788
HG00683,02:02,02:02,0.984330822845574,2.4418509045652e-05
HG00684,01:03,02:02,0.992131861097264,0.000358385630812716
HG00689,01:03,02:02,0.946397208686331,4.33581238692695e-05
HG00690,02:02,02:02,0.940124406531377,0.000326675717845905
HG00692,02:02,02:02,0.98266662519307,4.55111120458754e-05
HG00693,02:02,04:01,0.790857180163954,1.69097509396923e-05
HG00698,01:03,02:02,0.968375356380344,6.16534542330063e-05
HG00699,01:03,01:03,0.98963682643672,0.00012661500230895
HG00701,01:03,04:01,0.67698654656702,5.39951242122972e-07
HG00704,02:02,04:01,0.367890725976279,3.07839501418587e-06
HG00705,02:01,02:02,0.979849172127868,0.00013556753548754
HG00707,02:02,02:02,0.990732163477235,0.00011464093948978
HG00708,02:02,02:02,0.664803762205104,1.18315613625448e-06
HG00717,01:03,02:02,0.521711302312672,2.93484326936674e-05
HG00728,01:03,02:02,0.974353013729966,0.00146326164812997
HG00729,02:02,02:02,0.976501174696705,0.000105471521470582
HG00759,01:03,02:02,0.989475480448501,0.000184855061622682
HG00766,01:03,02:02,0.987564733631607,0.00153425888690865
HG00844,02:02,02:02,0.983804140181957,0.000221299729416325
HG00851,02:02,02:02,0.968074713801613,4.72433138947084e-05
HG00864,01:03,02:02,0.999365233341333,0.000119211691877189
HG00867,01:03,02:01,0.967894834622989,0.000249295038184829
HG00879,01:03,01:03,0.98430063039387,0.000271150998475319
HG00881,02:01,02:02,0.968049549889792,1.83249775596308e-05
HG00956,02:02,02:02,0.983004097865688,3.32841658731442e-05
HG00978,02:02,02:02,0.95376853049371,0.000179737010100928
HG00982,02:02,02:02,0.971886596350792,8.71828381284924e-05
HG01028,02:02,02:02,0.974937188572348,0.000514497966001057
HG01029,01:03,02:02,0.992450107536474,0.000345808247461334
HG01031,02:02,02:02,0.964025909303967,5.13965554412821e-05
HG01046,02:01,02:02,0.98347862937537,0.000129545019995354
HG01595,02:01,02:02,0.978783628205886,0.000201130597251626
HG01596,02:02,02:02,0.989555674484975,1.1011118699809e-05
HG01597,02:02,04:01,0.427055742161861,4.37898844035342e-07
HG01598,01:03,02:02,0.975440668600464,0.000876477024810974
HG01599,02:02,04:01,0.440257322823283,7.03785671010998e-08
HG01600,02:02,02:02,0.954926561733042,0.000323201006401072
HG01794,02:01,02:02,0.98269837480345,0.000309512008650786
HG01795,01:03,01:03,0.987959282299486,0.000431121883717561
HG01796,01:03,02:02,0.983145740937214,0.000216742316825773
HG01797,01:03,02:02,0.994080532217909,0.000315917862171524
HG01798,01:03,02:02,0.987635526876218,5.77504348021468e-05
HG01799,02:02,02:02,0.987186393892474,0.000419163912102184
HG01800,01:03,02:01,0.976749746406936,6.54933157378168e-05
HG01801,02:02,02:02,0.887612164759309,0.000204246991972604
HG01802,01:03,02:02,0.964367955897979,0.000189866985156074
HG01804,02:02,02:02,0.979267538271703,0.000101338300902018
HG01805,02:02,02:02,0.987067824675424,1.5641090012105e-05
HG01806,02:02,02:02,0.977715422003715,0.000329885654659317
HG01807,02:02,02:02,0.982541556530248,0.000503323191395285
HG01808,01:03,02:02,0.992030979570115,0.00134841525854163
HG01809,01:03,02:02,0.97304549568219,0.000192729941129919
HG01810,01:03,02:02,0.986862903681251,0.00069771052787441
HG01811,02:02,02:02,0.978759721445165,8.24185883777183e-06
HG01812,02:02,02:02,0.970809954597915,0.000129307118194145
HG01813,01:03,02:02,0.994282362997772,0.000151657246305614
HG01815,01:03,02:02,0.981579452053186,0.00022656290590316
HG01816,02:02,02:02,0.995917718974835,0.000114571032278894
HG01817,02:01,02:02,0.988186425500411,0.000127405620265167
HG01840,01:03,01:03,0.990184378026925,8.76243274039171e-05
HG01841,01:03,02:02,0.953412896557885,0.000168395893987125
HG01842,01:03,02:02,0.992637341140491,6.04141074000426e-05
HG01843,02:01,02:02,0.906517323578334,1.18049053218405e-05
HG01844,01:03,04:01,0.833869431447011,2.6535156408632e-06
HG01845,02:01,02:02,0.954710268176544,1.54229903061479e-05
HG01846,01:03,02:01,0.975436358838319,0.000178797434515369
HG01847,02:01,02:02,0.968161670070664,3.24994068600915e-05
HG01848,02:02,02:02,0.977682361054033,0.000385492846962212
HG01849,02:01,02:02,0.981909173848445,0.000297241660671684
HG01850,01:03,02:02,0.972103482161749,5.30297300154133e-05
HG01851,01:03,02:02,0.980784122504542,0.0006100149391181
HG01852,02:02,02:02,0.993245754069292,8.0413067241849e-05
HG01853,01:03,02:02,0.998953280822252,0.000139010088288888
HG01855,01:03,02:02,0.985460922295236,0.000983511357560607
HG01857,02:02,04:01,0.49783102458357,8.65270260815203e-08
HG01858,02:01,02:02,0.972953468850068,0.000202830948766831
HG01859,01:03,01:03,0.977640619027947,6.77551490023765e-05
HG01860,02:02,04:01,0.585945592252879,1.19691267964226e-06
HG01861,02:01,02:02,0.933183749424216,1.85014242912911e-05
HG01862,01:03,02:02,0.963321613910558,5.96834405206625e-05
HG01863,02:02,02:02,0.978442458936412,0.000195576899482183
HG01864,02:02,02:02,0.893377210260519,0.000244712775244497
HG01865,01:03,02:02,0.979958563043569,4.49766981206514e-05
HG01866,01:03,01:03,0.973835883714793,0.000154985268164694
HG01867,01:03,02:02,0.920494334228946,0.000150320052289339
HG01868,02:02,02:02,0.963764553861114,5.45809659461358e-05
HG01869,01:03,02:02,0.983321722545905,0.000275144327602746
HG01870,02:02,02:02,0.978639169693945,4.09517956551201e-05
HG01871,02:02,02:02,0.986482743213634,0.000154341585682417
HG01872,02:02,02:02,0.384979903738777,1.97480739031873e-06
HG01873,01:03,02:01,0.966059671946725,5.60557069488603e-05
HG01874,01:03,01:03,0.94744895812831,7.97883598208735e-05
HG01878,01:03,04:01,0.764143234779033,6.53155997325407e-07
HG02016,01:03,02:02,0.965493837508798,0.000449622833054466
HG02017,02:02,02:02,0.958824161083686,4.00314071157763e-05
HG02019,01:03,01:03,0.985761189641216,0.000120909559192639
HG02020,01:03,02:02,0.968700948867135,6.46043652950265e-05
HG02023,01:03,02:02,0.984181873444636,0.000140541674756982
HG02025,01:03,02:01,0.986946713040934,0.000114112851653879
HG02026,01:03,02:02,0.991991622425323,0.00044675559533947
HG02028,02:02,02:02,0.973959471643809,0.000326007384762041
HG02029,01:03,02:02,0.948251510790742,0.000135355466350081
HG02031,02:02,02:02,0.976161331047676,0.000479038336017486
HG02032,01:03,02:02,0.996709121157959,0.000301319340103306
HG02035,01:03,02:02,0.937643745927911,0.000111085778938539
HG02040,01:03,02:02,0.987317877499323,6.88862725605021e-05
HG02047,02:01,02:02,0.953972993870952,0.000186650770242457
HG02048,01:03,01:03,0.971692330525694,2.76617758360167e-05
HG02049,01:03,02:02,0.941386225268088,0.00013204638854836
HG02050,02:02,02:02,0.949268393185453,6.88915223353859e-05
HG02057,02:02,02:02,0.967509509018393,0.000275659662396541
HG02058,04:01,04:01,0.3324457764042,2.02982307392422e-12
HG02060,01:03,02:02,0.995515094886182,0.000160074077802649
HG02061,02:02,02:02,0.98212456830216,6.20814584772278e-05
HG02064,02:01,04:01,0.677058482561559,1.0886981240744e-06
HG02067,02:02,02:02,0.941006159089129,0.000200832117798832
HG02069,01:03,02:02,0.986620771573711,0.000160271593744224
HG02070,02:02,02:02,0.989354777511894,0.000151487153871317
HG02072,01:03,04:01,0.879252013602559,2.4361645054547e-06
HG02073,01:03,02:02,0.763795830945672,5.26480291423932e-05
HG02075,02:02,02:02,0.99057633424791,5.60468876822557e-05
HG02076,01:03,02:02,0.993595727683384,0.000424606760621934
HG02078,01:03,04:01,0.820633619526369,4.67849152597734e-05
HG02079,01:03,02:01,0.308572013968953,0.000133785757104015
HG02081,02:01,02:01,0.900767945307137,2.72605554243165e-05
HG02082,02:02,02:02,0.904210702722972,4.91343414286237e-05
HG02084,02:02,02:02,0.979896401248801,0.000133761585905959
HG02085,01:03,01:03,0.977374868211345,0.000138794008990183
HG02086,01:03,02:02,0.998433065093503,0.000343894405065392
HG02087,02:01,02:02,0.965234382358456,5.0637411830215e-05
HG02088,02:01,02:02,0.971076630958982,2.75434399825567e-05
HG02113,01:03,02:02,0.990730175824282,0.000283136830671545
HG02116,02:01,02:02,0.940808472747943,3.31358526532759e-05
HG02121,01:03,02:02,0.962523012814356,0.000502695953134219
HG02122,02:02,02:02,0.967140092931357,5.7037235120445e-05
HG02127,01:03,02:02,0.991899139683273,5.2893885455415e-05
HG02128,02:02,02:02,0.987120269236493,5.67250667591476e-05
HG02130,01:03,02:02,0.991951882056555,0.000267867322155493
HG02131,01:03,04:01,0.66356607945689,2.09499910260383e-06
HG02133,01:03,02:02,0.952086643630539,0.00109134286603746
HG02134,02:01,02:02,0.423887145951696,1.79355407778474e-06
HG02136,02:02,02:02,0.982512363402912,8.0602192066466e-05
HG02137,01:03,02:01,0.900367620957441,1.56293476807158e-05
HG02138,02:02,02:07,0.321293228045793,2.38177503919136e-06
HG02139,01:03,02:01,0.984742209200347,0.000477506698200496
HG02140,01:03,02:02,0.974338968741073,7.91444108774608e-05
HG02141,01:03,02:02,0.979827405094782,7.29775567881745e-05
HG02142,02:02,02:02,0.91918919154576,0.00011952554082662
HG02151,02:02,02:02,0.975266037263683,0.000330658779020929
HG02152,02:02,02:02,0.757866406941443,4.63847298115949e-06
HG02153,02:02,02:02,0.96202606274142,3.10686508601242e-05
HG02154,01:03,02:02,0.994381150480288,0.00116422839676662
HG02155,02:02,02:02,0.98459431978648,0.000105159839542441
HG02156,02:02,02:02,0.990814092359272,0.000167405181502867
HG02164,01:03,02:02,0.983033787267269,0.00030196751350607
HG02165,02:02,02:02,0.993370064244791,0.000216181679927369
HG02166,01:03,02:02,0.991202458354977,0.0010679109635743
HG02178,02:01,02:02,0.985390285022683,4.21639448884288e-05
HG02179,02:02,02:02,0.986678998926119,0.000526420658163619
HG02180,01:03,02:02,0.993123406681162,0.000226391258513557
HG02181,02:02,02:02,0.987915893659179,1.53444924370532e-05
HG02182,01:03,02:02,0.983279602849066,0.000266660803042274
HG02184,02:01,02:02,0.976253497654361,0.000126938386735054
HG02185,01:03,02:02,0.994400230255007,0.000127146363305445
HG02186,02:02,02:02,0.990707187817981,3.9926911286727e-05
HG02187,01:03,02:02,0.991815552428541,0.000258833559684053
HG02188,02:02,02:02,0.991620108678386,0.0001025269467509
HG02190,02:02,02:02,0.90277922608862,0.000193339653366615
HG02250,02:02,02:02,0.98317427059504,8.29628675170656e-05
HG02351,01:03,02:02,0.988312035551244,0.000190171959973606
HG02353,01:03,02:02,0.984948875433321,0.000143795495691819
HG02355,01:03,02:02,0.991867619581387,0.000121801816998481
HG02356,01:03,02:02,0.971280871011175,1.18624902138002e-05
HG02360,02:02,04:01,0.500859855459513,7.29094758471916e-06
HG02364,02:01,02:02,0.952409673573707,2.79950169540178e-05
HG02367,01:03,01:03,0.961472446887543,3.83615759613096e-05
HG02371,02:02,02:02,0.98640754824125,0.000257839715205327
HG02373,02:02,02:02,0.981758471542154,0.000297421773555976
HG02374,02:02,02:02,0.967232926706026,1.27121710076919e-05
HG02375,02:02,02:02,0.987918178770146,0.000120720568030253
HG02379,02:02,02:02,0.996953049549459,0.000235855248263656
HG02380,02:02,02:02,0.865146104401398,0.00015185633364807
HG02382,01:03,02:02,0.972484471561834,0.000364582198912051
HG02383,02:02,02:02,0.983004136166022,3.3106188733982e-05
HG02384,01:03,02:02,0.949057915672105,0.000144958817538601
HG02385,01:03,02:02,0.974230133738505,8.92699295623279e-05
HG02386,01:03,02:01,0.978761100029932,0.000187578481207617
HG02389,02:02,02:02,0.989039956198398,4.00526412034178e-05
HG02390,02:01,02:02,0.972731678153145,2.70139866758977e-05
HG02391,01:03,02:02,0.995550849204355,0.000345404352132358
HG02392,02:01,02:02,0.971719081519547,9.42917743373024e-05
HG02394,01:03,02:02,0.962576830313393,0.000123324580967004
HG02395,02:02,02:02,0.997830498542094,4.31096386600206e-05
HG02396,01:03,02:02,0.944903451779477,0.000179880396976573
HG02397,02:01,02:02,0.958151414035649,2.99203505871013e-05
HG02398,01:03,02:02,0.979607487139691,0.000699863752024307
HG02399,02:01,02:02,0.973366122646993,6.8989033519565e-05
HG02401,02:02,02:02,0.964614551497029,4.39136677553428e-06
HG02402,02:02,02:02,0.980891041267465,2.53677421202883e-05
HG02406,02:01,02:02,0.979219335686072,2.62140684235749e-05
HG02407,02:02,02:02,0.987309697805103,3.60236221295802e-05
HG02408,02:02,02:02,0.991824107157233,0.000169911724044047
HG02409,01:03,02:02,0.988416896870645,0.00175928924055944
HG02410,01:03,02:02,0.972434909897595,0.0007187723586257
