sample.id,DRB4.1,DRB4.2,DRB4.prob,matching
NA18546,00:00,01:03,0.969467985357701,1.91456244839436e-05
NA18547,00:00,01:03,0.924589312809688,3.73496575103409e-06
NA18548,00:00,01:03,0.957830212405911,3.59494848321408e-06
NA18549,00:00,00:00,0.999483320971038,9.19060813018738e-06
NA18550,00:00,01:03,0.982726634523589,1.94490129283086e-05
NA18552,00:00,01:03,0.979997140166201,5.75285605744463e-06
NA18553,00:00,00:00,0.999999844304487,2.71755187248777e-06
NA18555,00:00,01:03,0.998163468106497,3.94500249140715e-05
NA18557,00:00,01:03,0.999064818095734,1.05946483793321e-05
NA18558,00:00,01:03,0.989110248276777,1.52459873155028e-05
NA18559,00:00,00:00,0.999999761587443,4.09434305508661e-06
NA18560,00:00,01:03,0.973168302987809,9.98740138855521e-06
NA18561,00:00,01:03,0.99999996772811,0.000110048414303486
NA18562,00:00,01:03,0.988702401851292,3.08511442877645e-06
NA18563,00:00,01:03,0.964689222232,3.93997887204011e-05
NA18564,00:00,01:03,0.964357873833857,2.74352862810379e-05
NA18565,00:00,01:03,0.996639144065286,5.9873613635147e-06
NA18566,00:00,00:00,0.989344091590514,4.25860556002567e-06
NA18567,01:03,01:03,0.902312813260767,5.80592160832277e-07
NA18570,00:00,01:03,0.871618180001242,7.46137049924711e-05
NA18571,00:00,01:03,0.973666060504303,8.76148537882248e-07
NA18572,00:00,00:00,0.995874715547918,5.48713732466543e-06
NA18573,01:03,01:03,0.986656226570013,3.00419739955983e-05
NA18574,00:00,00:00,0.996174235196347,4.19053005534088e-05
NA18577,00:00,00:00,0.999999109909142,7.6917429768638e-05
NA18579,00:00,00:00,0.999999950557288,1.21349325239121e-05
NA18582,00:00,01:03,0.9810753045932,3.17978691632894e-06
NA18591,00:00,00:00,0.999999985791685,6.61850773467945e-06
NA18592,00:00,00:00,0.999999941083345,1.48475862812048e-05
NA18593,00:00,01:03,0.943083856512568,9.0047716105623e-06
NA18595,00:00,00:00,0.999999990545537,4.66910493572536e-05
NA18596,00:00,01:03,0.99727239803132,2.48530737399203e-05
NA18597,01:03,01:03,0.969792661561774,2.30304196892646e-05
NA18599,01:03,01:03,0.970968024071125,0.000128242962174114
NA18602,01:03,01:03,0.936338253868712,6.13577677533545e-06
NA18603,01:03,01:03,0.96061280238294,2.98322294456233e-05
NA18605,00:00,00:00,0.999999975604044,2.0264589048201e-05
NA18606,01:03,01:03,0.929789096608785,2.93798068326584e-06
NA18608,00:00,00:00,0.999999861120829,2.01343667111863e-05
NA18609,00:00,00:00,0.996118085330684,4.25088952329187e-06
NA18610,00:00,00:00,0.997024839011638,4.59089612946075e-07
NA18611,00:00,00:00,0.992675581921803,1.94364406277242e-05
NA18612,00:00,00:00,0.99999996204352,3.81894052728327e-06
NA18613,00:00,00:00,0.999999943934574,2.56360597760762e-05
NA18614,00:00,01:03,0.988650128766807,1.85333283361354e-05
NA18615,00:00,01:03,0.993262554249411,0.000119986470025197
NA18616,00:00,00:00,0.995546032410643,5.31583836953468e-05
NA18617,00:00,01:03,0.990791364125897,2.04492337669928e-05
NA18618,00:00,00:00,0.999800410774412,6.01061977263656e-05
NA18619,00:00,00:00,0.995696276511078,5.15956041370958e-06
NA18620,00:00,00:00,0.999999959711577,9.26162875767124e-07
NA18621,00:00,01:03,0.976450096763782,9.33762965638852e-07
NA18622,01:03,01:03,0.966417675663608,3.8107155811585e-06
NA18623,01:03,01:03,0.831896853085317,4.60729697087068e-07
NA18624,00:00,01:03,0.994638143281701,0.000267380295067634
NA18625,00:00,00:00,0.994004124448239,6.08125072827013e-06
NA18626,00:00,01:03,0.983660772316664,3.86194480859131e-05
NA18627,00:00,00:00,0.981297348288044,2.60882131254423e-06
NA18628,00:00,01:03,0.972880848685945,1.78951647512927e-05
NA18629,00:00,00:00,0.969387411942209,2.22597673310701e-06
NA18630,00:00,00:00,0.997660090529997,4.39199393045482e-05
NA18631,00:00,01:03,0.93641295155982,6.23351001773407e-06
NA18632,00:00,01:03,0.999470715284752,1.48160838794646e-05
NA18633,00:00,01:03,0.999720967152376,8.0661820944179e-05
NA18634,00:00,01:03,0.987217921129814,2.25740955366277e-05
NA18635,01:03,01:03,0.978139715119172,4.41267081730704e-06
NA18636,00:00,01:03,0.993401559980544,7.0189826752709e-06
NA18637,00:00,01:03,0.965069461870727,1.17725988043374e-05
NA18638,00:00,00:00,0.995839470994181,3.33253725853687e-05
NA18639,00:00,00:00,0.999999740498074,1.00120433025315e-05
NA18640,00:00,01:03,0.945637106577838,2.83989274239137e-05
NA18641,00:00,01:03,0.99691112259253,1.00534850323776e-05
NA18642,00:00,00:00,0.999220385833879,6.80135896066735e-05
NA18643,00:00,01:03,0.906580749663288,2.99481755209576e-07
NA18644,00:00,00:00,0.996965816725266,2.87316847602113e-06
NA18645,00:00,00:00,0.999999996861093,3.14909318902866e-05
NA18646,01:03,01:03,0.731324186350234,3.43599819820358e-07
NA18647,00:00,01:03,0.971404977618698,5.00092190713256e-05
NA18648,00:00,00:00,0.999999967470722,7.84216084576197e-05
NA18740,00:00,00:00,0.979705629498024,5.16651767528402e-06
NA18745,00:00,00:00,0.999998912099537,7.84727323750034e-06
NA18747,00:00,00:00,0.999675246468263,4.51738422464202e-06
NA18748,00:00,00:00,0.999999999995087,3.98467844794402e-05
NA18749,01:03,01:03,0.982508201556924,2.27989988617323e-05
NA18757,00:00,01:03,0.943785409858793,1.79445830738742e-06
NA18939,00:00,00:00,0.999997817715305,1.41416648934524e-05
NA18940,00:00,00:00,0.999999998051896,6.66270825612024e-05
NA18941,00:00,01:03,0.923480099903463,1.44156016924883e-06
NA18942,00:00,01:03,0.902950756380774,1.05838101264278e-06
NA18943,00:00,00:00,0.999648552244605,6.0293338091905e-06
NA18944,00:00,00:00,0.987851449460677,4.65983042020704e-07
NA18945,00:00,01:03,0.940973987557544,5.43209020730326e-06
NA18946,00:00,01:03,0.999915902930083,0.000195022311598745
NA18947,00:00,00:00,0.99999999834318,0.00121130438330975
NA18948,00:00,01:03,0.979668015204897,0.000198522986852334
NA18949,00:00,01:03,0.99376857375509,5.45758924776651e-05
NA18950,00:00,00:00,0.999999999148206,0.000961531524430232
NA18951,00:00,01:03,0.998538267802854,0.000144467509051372
NA18952,00:00,01:03,0.960243141183265,2.54372304394926e-06
NA18953,00:00,01:03,0.95311006083834,1.33225820917118e-06
NA18954,00:00,00:00,0.999999999170717,0.000191292993742018
NA18956,00:00,01:03,0.986732908679465,3.96898391296552e-05
NA18957,00:00,01:03,0.893960590405147,3.42609133177968e-07
NA18959,00:00,00:00,0.999999977388806,0.000244037079413902
NA18960,01:03,01:03,0.979264779493235,2.82191939569736e-05
NA18961,01:03,01:03,0.990602085749487,2.61120825537596e-05
NA18962,00:00,00:00,0.999999999148201,0.000951871562305857
NA18963,00:00,01:03,0.991596978527527,1.66958257061753e-05
NA18964,00:00,01:03,0.977880304417012,2.62014003598809e-08
NA18965,01:03,01:03,0.98336451187953,6.40589551301029e-06
NA18966,00:00,00:00,0.999999899420832,1.69845458886794e-05
NA18967,00:00,01:03,0.98920813252537,1.326960593413e-05
NA18968,00:00,00:00,0.999999891928662,1.3618674372389e-05
NA18969,00:00,00:00,0.952071640496142,0.000110353306338737
NA18970,00:00,01:03,0.690306685672475,2.76769878230992e-06
NA18971,00:00,01:03,0.974337181244811,1.26077133494782e-05
NA18972,00:00,01:03,0.997282057587296,4.32898813256167e-06
NA18973,00:00,00:00,0.999999974132274,1.60126095100607e-05
NA18974,00:00,01:03,0.977694479334454,7.60009253592974e-06
