sample.id,A.1,A.2,A.prob,matching
HG01798,11:01,24:02,0.900392556153087,4.69190691073799e-05
HG01799,02:01,11:02,0.521773407615163,0.000361555312596507
HG01800,11:01,33:03,0.963781334489819,1.60525127042732e-06
HG01801,02:01,33:03,0.749002670571082,4.09925988195912e-05
HG01802,02:07,33:03,0.997505247433624,0.000389457708433094
HG01804,02:07,24:02,0.814729720831283,0.000125388466403122
HG01805,11:01,11:01,0.599563012658804,4.18322633993264e-05
HG01806,11:01,11:01,0.970235681631759,2.06519121182687e-05
HG01807,11:01,11:01,0.997088758198946,3.81459179928043e-05
HG01808,02:07,11:01,0.994301061803822,3.76931220461279e-05
HG01809,02:07,11:01,0.670029023923157,3.15953521664645e-06
HG01810,02:07,33:03,0.910418514714277,9.12505815690758e-05
HG01811,11:01,11:01,0.984901138555993,2.45573938948917e-05
HG01812,11:01,11:01,0.999915891713838,2.08313761356822e-05
HG01813,11:01,11:01,0.963088899725076,8.63373141538629e-06
HG01815,02:07,11:01,0.9954982675552,6.82270387722812e-05
HG01816,02:01,11:01,0.505654846409251,3.08531560475047e-07
HG01817,02:01,02:07,0.916793144344987,0.000611741542574941
HG01840,24:02,24:02,0.457756994091109,8.37513721262323e-07
HG01841,29:01,29:01,0.999999919596989,9.76295289501547e-06
HG01842,01:01,02:07,0.997532582320596,0.000651023326903391
HG01843,33:03,33:03,0.999999999998881,0.000187371735197565
HG01844,11:01,29:01,0.973845073928801,6.81412903896355e-06
HG01845,02:01,24:02,0.801686831413035,0.00027344784815589
HG01846,03:01,24:02,0.579917921024198,1.55460589067997e-05
HG01847,02:07,11:01,0.877714210781079,1.93373433667578e-05
HG01848,02:07,11:01,0.997178453718801,7.88820757012525e-05
HG01849,24:02,33:03,0.933441908173565,0.00134281802831235
HG01850,11:01,29:01,0.999811617278643,2.39880096004018e-05
HG01851,24:02,26:01,0.532053718403788,0.00033780957632617
HG01852,11:01,11:02,0.582051730438656,4.62662706622442e-05
HG01853,11:01,24:02,0.942762339317965,0.000191955556588092
HG01855,02:01,24:02,0.899678323585118,0.00034022463146703
HG01857,11:01,24:02,0.572399290154849,0.000526230774806227
HG01858,02:06,31:01,0.997113156566323,1.22671383415318e-05
HG01859,24:02,33:03,0.669772889176524,5.28356134690612e-07
HG01860,11:01,29:01,0.990308469329059,7.96317577800483e-06
HG01861,11:01,11:01,0.999029197165745,2.05211084443385e-05
HG01862,02:07,11:01,0.839239564359492,2.26774860818881e-05
HG01863,02:03,02:07,0.884882197963606,5.15387845638381e-05
HG01864,02:01,33:03,0.892951713546978,0.000577654251407851
HG01865,01:01,02:01,0.478154067268868,9.16430827691095e-07
HG01866,11:01,33:03,0.994749358948409,3.72722915992109e-05
HG01867,02:01,33:03,0.893831552141355,0.000134069480304858
HG01868,02:07,26:01,0.56542417937847,3.0929206278833e-05
HG01869,02:01,11:01,0.780238057225477,0.000206998904366794
HG01870,02:01,29:01,0.710240800490325,2.72034332551987e-07
HG01871,02:06,11:01,0.943126260195548,1.76792938333467e-05
HG01872,11:02,24:02,0.493428859833478,0.000261691296850426
HG01873,02:03,03:01,0.844046457052268,7.32649213330186e-05
HG01874,01:01,33:03,0.989728135192016,5.94794709860749e-05
HG01878,02:07,33:03,0.997505247433624,0.000346727139178523
HG02016,30:01,33:03,0.99999788150229,0.000744946861339635
HG02017,01:01,03:01,0.939606805451186,0.000460010015784413
HG02019,02:03,11:01,0.486484598094581,6.56498750846651e-06
HG02020,11:01,33:03,0.999999878105828,4.0101883796279e-05
HG02023,02:07,11:01,0.997178453718801,7.88820757012525e-05
HG02025,02:07,24:02,0.892597356259181,9.67850728456324e-05
HG02026,24:02,29:01,0.935365194588312,0.000187230574938219
HG02028,02:01,02:07,0.476602487535359,4.94515362487083e-08
HG02029,11:01,24:02,0.957868455081426,0.000152874324227861
HG02031,31:01,33:03,0.999999999441543,9.40972631841004e-05
HG02032,02:07,02:07,0.818377712400808,7.85398322852658e-06
HG02035,29:01,29:01,0.999999919596989,1.15571729926159e-05
HG02040,02:03,29:01,0.662253319606277,1.20199570169459e-05
HG02047,02:03,11:01,0.425941265110502,6.0563187223389e-05
HG02048,29:01,29:01,0.999999919596989,1.09024816799521e-05
HG02049,11:01,33:03,0.986998256001959,8.20297229720944e-06
HG02050,02:03,24:02,0.701015670268072,0.00104720150852757
HG02057,02:03,31:01,0.810647807789347,7.31630471779572e-05
HG02058,24:02,33:03,0.932754034302422,0.00103202512449695
HG02060,11:01,11:01,0.96331084381985,1.78821145155544e-05
HG02061,02:01,02:07,0.920860372811681,7.66075484067774e-05
HG02064,02:07,29:01,0.923187668522043,4.26560685411678e-05
HG02067,02:01,02:07,0.674584260293706,4.87608851761315e-08
HG02069,24:02,33:03,0.935297459554342,0.000919653554952749
HG02070,24:02,26:01,0.427982347728214,1.57381783308446e-12
HG02072,24:02,24:02,0.894423538597402,0.000559052775927453
HG02073,02:07,11:01,0.601349574510687,6.85464465319136e-05
HG02075,02:06,11:01,0.925339186523641,1.7154790987785e-05
HG02076,02:07,24:02,0.946121865778341,0.000532054025377054
HG02078,11:01,29:01,0.999029434221488,1.99833256495205e-05
HG02079,11:01,11:01,0.608174751746241,2.11960302805457e-05
HG02081,01:01,11:01,0.999910810063502,3.50897449039371e-05
HG02082,02:03,33:03,0.653457661740305,6.18233273026477e-05
HG02084,01:01,02:07,0.953449341104474,4.84388492827337e-05
HG02085,11:01,30:01,0.813799247599591,0.000176348926424623
HG02086,11:01,24:02,0.950684773959036,6.68531019515428e-05
HG02087,24:02,24:02,0.788969583512784,0.000224286165901441
HG02088,02:07,11:01,0.995904120383961,1.28701971083152e-05
HG02113,01:01,24:02,0.953912498542272,0.00019383111357
HG02116,24:02,26:01,0.555867544592231,4.92935218969248e-07
HG02121,02:03,33:03,0.854884725015321,8.37171248438049e-05
HG02122,02:01,33:03,0.889433850222537,0.000994228823656563
HG02127,02:01,02:07,0.916793144345001,0.000621250436064837
HG02128,02:01,11:01,0.803752373894248,6.52913573365372e-05
HG02130,01:01,24:02,0.929377143328443,0.000114098209023891
HG02131,02:01,33:03,0.850901786142714,0.000477024359737455
HG02133,29:01,68:01,0.99912810299554,2.58063566767597e-05
HG02134,24:02,26:01,0.173790169733017,3.60927191658206e-27
HG02136,02:03,11:01,0.50364366507011,9.97857240590289e-06
HG02137,11:01,24:02,0.932979149310309,0.000369216396179597
HG02138,11:01,33:03,0.989518625411165,4.17596131643067e-06
HG02139,03:01,29:01,0.940680495566665,5.64481138245139e-05
HG02140,01:01,29:01,0.999999958922389,0.000168157514677305
HG02141,24:02,33:03,0.944519169925286,0.000809815206891344
HG02142,11:01,24:02,0.991364937225868,0.00012344977860824
HG02151,02:07,11:02,0.606830999630113,9.79703596284141e-05
HG02152,02:07,24:02,0.974726283144475,0.000132459091967357
HG02153,11:01,11:01,0.505028870663984,3.57401762001634e-05
HG02154,02:07,11:01,0.601019231419487,9.25324621850156e-05
HG02155,02:01,11:01,0.861259993070554,0.000342008762683279
HG02156,11:01,11:01,0.999884417030944,1.56673561094253e-05
HG02164,02:01,11:01,0.688666358202732,0.000150794948041558
HG02165,02:07,11:02,0.606830999630067,8.56266473585017e-05
HG02166,02:06,02:07,0.896726465024609,8.3831992818798e-05
HG02178,11:01,11:01,0.772662334508694,1.38552650742438e-11
HG02179,11:01,11:01,0.510280093412978,1.92404654853293e-11
HG02180,02:03,02:07,0.800393786446931,0.0002028644332641
HG02181,02:07,02:07,0.995129889682182,7.14874957495799e-05
HG02182,02:01,02:07,0.783662655103395,0.000466076641375624
HG02184,02:01,02:01,0.683988475595369,0.00109365765745943
HG02185,11:01,24:02,0.830534200849442,0.000425427213426616
HG02186,02:07,11:01,0.995754769459833,2.65353739822485e-05
HG02187,02:07,11:01,0.99717846013181,6.92836290078736e-05
HG02188,02:07,11:01,0.995754769459833,2.80248583770543e-05
HG02190,24:02,24:02,0.529725344993682,2.46359589867973e-16
HG02250,11:01,26:01,0.549508549738542,6.86376698011357e-05
HG02351,02:01,33:03,0.821861168855536,0.000586353734641464
HG02353,11:01,11:02,0.60301528598738,5.10162707367469e-05
HG02355,02:07,11:01,0.802661061339281,2.2385220565854e-05
HG02356,24:02,33:03,0.955098551408703,0.00144919047297576
HG02360,02:07,11:01,0.995904142916081,8.27083106279579e-05
HG02364,11:01,11:01,0.8349981901918,5.0909947680533e-06
HG02367,11:01,11:01,0.985659500612824,5.87251517412393e-05
HG02371,11:01,11:01,0.999478403982644,1.08805091557641e-05
HG02373,11:01,24:02,0.981722237402767,0.000202191485803492
HG02374,11:01,33:03,0.999350566075977,4.29614658244209e-05
HG02375,02:07,24:02,0.915585543164667,2.03389127091703e-06
HG02379,11:01,11:01,0.656298113874631,4.34971007335437e-06
HG02380,11:01,33:03,0.99988841784025,7.08084798274396e-05
HG02382,02:01,33:03,0.778492408483436,0.00111097639754581
HG02383,02:03,02:07,0.763264126803213,8.42577466752402e-05
HG02384,11:01,11:01,0.916744767023923,5.56950278919733e-06
HG02385,02:07,11:02,0.60683092958189,9.71565905451414e-05
HG02386,02:06,11:01,0.848903557678186,2.12281799451705e-05
HG02389,11:01,11:01,0.793564818266811,1.27395907423344e-07
HG02390,11:01,11:01,0.999999555372389,1.5277378470528e-05
HG02391,11:01,11:02,0.531668081815313,4.65630745436062e-05
HG02392,11:01,24:02,0.835872649535595,8.51351975191069e-05
HG02394,11:01,11:01,0.978800283781591,1.89071578458603e-06
HG02395,11:01,11:02,0.495258325696008,4.2535089347354e-06
HG02396,02:07,11:01,0.655181105075735,3.27121138299927e-06
HG02397,02:07,11:01,0.98197689088113,1.41636700780975e-05
HG02398,02:07,02:07,0.995129889682182,6.99886902736477e-05
HG02399,02:07,11:01,0.61844971909338,8.81809019302356e-05
HG02401,02:01,11:01,0.715085932180934,0.000146692529914487
HG02402,02:03,02:07,0.478954775565015,1.2141688172342e-05
HG02406,02:07,11:02,0.473419474624781,9.35635819850421e-05
HG02407,02:06,11:01,0.737354737718226,6.58944342319223e-06
HG02408,02:07,11:01,0.863224590645702,4.07439912053956e-05
HG02409,02:03,11:01,0.833899359026803,2.49906966056991e-05
HG02410,02:07,24:02,0.848346884900641,0.000108834639936052
HG02512,11:01,33:03,0.985753679390802,1.09292788814572e-05
HG02513,02:07,11:01,0.997178453718801,7.82911289826564e-05
HG02521,11:01,29:01,0.995421982198295,1.12320760470898e-05
HG02522,02:07,02:07,0.843098150226192,3.32926926911444e-05
NA18525,24:02,31:01,0.988333096680863,2.51794468389163e-05
NA18526,24:02,33:03,0.992291446478868,0.000355697590706735
NA18528,11:01,31:01,0.951517564214283,3.14352251945819e-05
NA18530,02:01,24:02,0.870326291215995,1.0037271074743e-05
NA18531,02:01,11:01,0.8837613280464,6.13247957707733e-05
NA18532,30:01,68:01,0.999745768871833,1.5311763223055e-05
NA18533,02:07,11:02,0.523462363385407,8.73327487942163e-06
NA18534,02:01,11:01,0.80939097961382,0.000116874497349408
NA18535,24:02,31:01,0.960775623700415,0.000284790474836146
NA18536,11:01,24:02,0.994505939872439,3.56799919580423e-05
NA18537,02:07,11:01,0.996817604266848,3.12164600481259e-05
NA18538,24:02,33:03,0.845769426218082,0.000168761199471815
NA18539,02:01,26:01,0.798960682592373,0.000219732954572411
NA18541,11:01,30:04,0.920332820715871,5.03911452837715e-11
NA18542,11:01,33:03,0.999029471752243,0.000105668833134357
NA18543,11:01,11:01,0.746562582907963,4.62909114411947e-06
NA18544,01:01,11:01,0.999891999654889,0.000500322885266287
NA18545,11:01,24:02,0.96352432323958,0.000273673629181508
NA18546,11:01,11:01,0.948567957331911,1.00110511262799e-05
NA18547,02:03,68:01,0.715867783926184,5.41212722750969e-07
NA18548,30:01,31:01,0.979386307510169,6.61678103632228e-06
NA18549,02:03,33:03,0.866398179625471,0.000112062512902265
NA18550,02:07,02:07,0.995129889682182,6.99886902736477e-05
NA18552,02:07,11:01,0.994300361659008,2.71951222322579e-05
NA18553,26:01,68:01,0.999999639199338,9.14262070849593e-06
NA18555,02:06,11:01,0.867205993080129,1.59239459177634e-05
NA18557,02:01,03:01,0.822459880917411,0.000255368383988272
NA18558,02:01,24:02,0.801861404100856,0.000562537780844142
NA18559,01:01,11:01,0.999030983542809,0.000164300964699202
NA18560,01:01,26:01,0.929738583975565,0.000101670917884415
NA18561,24:02,26:01,0.630669836765127,0.000293079463146738
NA18562,11:01,33:03,0.617138631723584,0.000237850352980491
NA18563,02:01,33:03,0.988978960091134,4.78761686936506e-05
NA18564,02:01,30:01,0.853204613357052,0.000302482267979905
NA18565,11:01,24:02,0.945659064493747,0.000105009216258476
NA18566,02:01,33:03,0.899730855642962,0.00142934129056827
NA18567,02:05,30:01,0.929495348365191,6.54011867402054e-05
NA18570,02:01,02:06,0.845560116756811,6.85461478705309e-05
NA18571,03:02,24:02,0.653493311683771,9.56937338012498e-05
NA18572,24:02,31:01,0.955377034115804,0.000316629322608621
NA18573,02:07,02:07,0.964376833281273,3.46525274465924e-05
NA18574,02:01,02:06,0.815104165968974,0.00028355949798507
NA18577,02:01,02:01,0.644491135577882,0.000126204402133675
NA18579,11:01,11:01,0.994510343558303,5.7154568704945e-05
NA18582,11:01,24:02,0.739511594067329,1.76115563704829e-11
NA18591,02:06,33:03,0.58200267343824,3.1589450788329e-05
NA18592,24:02,31:01,0.97600042674414,2.33563931764146e-05
NA18593,01:01,24:02,0.992058726382394,0.000378878400231016
NA18595,02:01,11:01,0.96745944322659,0.000128764499830821
NA18596,03:01,24:02,0.951892636796857,0.000254055516902581
NA18597,11:01,24:02,0.337366459358766,2.25323086771934e-07
NA18599,24:02,26:01,0.929582159958665,4.93837639513856e-05
NA18602,24:02,31:01,0.920554222271741,8.34979447223018e-05
NA18603,02:06,30:01,0.911368028476239,3.48923571717357e-05
NA18605,02:03,02:06,0.426531387532526,6.1882991200618e-05
NA18606,02:06,11:01,0.903622358479996,1.56278189075726e-05
NA18608,24:02,31:01,0.936672620862171,2.42431665849852e-05
NA18609,02:03,03:01,0.665773225226347,2.95972318942231e-05
NA18610,11:01,24:02,0.940090271389096,0.000333386005647894
NA18611,11:01,11:01,0.999029235697633,1.42999146045499e-05
NA18612,01:01,02:06,0.891464610075864,0.000380325856031507
NA18613,11:01,24:02,0.835829357614595,0.000474493018468012
NA18614,31:01,33:03,0.489199990079591,1.42131203382197e-20
NA18615,02:07,30:01,0.969941283951521,0.000108968040568038
NA18616,02:01,24:02,0.797403379834138,0.00207748257799611
NA18617,02:01,33:03,0.868385841591497,0.000305525140906087
NA18618,02:01,24:02,0.811048414718825,2.78364630522336e-05
NA18619,02:01,33:03,0.901688308909539,0.0014185871169644
NA18620,02:01,32:01,0.961722029611073,4.05167722307875e-06
NA18621,11:01,24:02,0.957563137440821,1.40561100737071e-05
NA18622,03:01,24:02,0.872035020246015,0.000199193373036394
NA18623,24:02,30:01,0.985877965667418,0.000366573408279197
NA18624,30:01,32:01,0.999999862916176,3.48346240598199e-05
NA18625,02:07,11:02,0.489869204867068,4.12639273180423e-05
NA18626,02:05,03:01,0.889030057062053,8.09253984608995e-05
NA18627,11:01,24:02,0.995328505524705,0.000144027138539451
NA18628,02:07,33:03,0.997505247433624,0.000389457708433094
NA18629,02:07,24:02,0.937328306664769,0.000619916256147898
NA18630,11:01,33:03,0.989377165553604,0.000207189300690459
NA18631,11:01,68:01,0.999128315897682,2.73883249630602e-05
NA18632,11:01,33:03,0.998521443045304,0.000182211137679446
NA18633,11:01,11:01,0.968528170719799,9.66155616978992e-07
NA18634,11:01,24:02,0.82697033156061,3.1054134934922e-05
NA18635,11:01,11:01,0.927464045737921,4.72173026567952e-06
NA18636,11:01,24:02,0.901957035768428,1.40427514522197e-10
NA18637,02:01,11:01,0.904098083871868,0.000699620530634077
NA18638,24:02,33:03,0.953254447794284,0.0013712571377966
NA18639,11:01,24:02,0.953267613007821,0.000254909251257133
NA18640,02:01,02:06,0.913777983891682,1.85014883092249e-05
NA18641,11:01,24:02,0.514958357112476,6.3971489058707e-05
NA18642,26:01,68:01,0.949190240747613,1.06975967998177e-05
NA18643,02:01,24:02,0.446622102954545,1.38827342780041e-05
NA18644,02:01,24:02,0.817092755044222,0.000147124921119016
NA18645,11:01,33:03,0.999029471752243,0.00010789115596124
NA18646,02:01,02:06,0.907050780205937,8.88779958908273e-05
NA18647,03:01,26:01,0.516474645197334,0.000133957966576871
NA18648,02:07,32:01,0.914070648697492,2.69866144447267e-05
NA18740,11:01,11:01,0.918478513147414,6.05288287407122e-06
NA18745,11:01,24:02,0.704775983014078,0.000421755037440622
NA18747,01:01,02:01,0.883283792617301,4.99222472120979e-05
NA18748,03:01,11:02,0.534961910714476,0.000176137718676921
NA18749,02:06,30:01,0.940241000611816,0.000194566625432483
NA18757,11:01,24:02,0.96822024028545,0.000265049280314976
NA18939,11:01,31:01,0.998718231860975,4.53838471457075e-05
NA18940,24:02,24:02,0.868458502972634,2.2896923865342e-05
NA18941,24:02,24:02,0.890427778870152,0.000962514934466509
NA18942,24:02,33:03,0.973497755183899,6.77584752083872e-05
NA18943,02:06,02:07,0.987349607316145,3.81783060691293e-05
NA18944,02:06,24:02,0.818655285590713,3.00135184458158e-05
NA18945,31:01,33:03,0.999999974280498,3.0460177350426e-05
NA18946,02:01,24:02,0.867715226551634,0.00123260054266661
NA18947,02:06,24:02,0.858397516482496,2.2515462761713e-05
NA18948,26:01,30:01,0.588205549223276,9.3422046468315e-05
NA18949,24:02,26:03,0.437742535719466,6.96562740236507e-05
NA18950,24:02,24:02,0.967181978439322,0.00111108463719839
NA18951,24:02,24:02,0.980311388883073,8.0958348497452e-05
NA18952,24:02,31:01,0.934979941462064,4.72690321651004e-06
NA18953,11:01,31:01,0.922112411541718,2.34523144182258e-06
NA18954,11:01,24:02,0.985460989930003,0.000303974192160286
NA18956,02:01,02:01,0.774700994975206,5.22885359502464e-05
NA18957,24:02,24:02,0.997775733100059,0.000695971784583942
NA18959,11:01,24:02,0.998106091165802,0.000146208904755257
NA18960,24:02,24:02,0.930760711718858,0.000129157053936352
NA18961,11:01,24:02,0.99224947600385,9.01243703589097e-05
NA18962,24:02,24:02,0.967166681598632,0.00094822877024143
NA18963,26:01,33:03,0.982005267977713,1.36783915662157e-05
NA18964,26:01,26:01,0.461991501643406,3.44654986779503e-05
NA18965,26:01,31:01,0.460570281954417,2.33922803480237e-05
NA18966,02:06,02:07,0.837992668641523,3.63166159356273e-05
NA18967,24:02,24:02,0.955023823293994,0.00027569767833209
NA18968,11:01,31:01,0.994027523200388,1.08213901187137e-05
NA18969,24:02,31:01,0.986223757589448,7.17038469940413e-05
NA18970,24:02,26:01,0.740624728963521,1.54869087656876e-06
NA18971,24:02,31:01,0.391512988888426,2.88414735299918e-12
NA18972,24:02,24:02,0.957247188758371,0.000378627177597184
NA18973,24:02,33:03,0.934699626183584,0.000519809861838894
NA18974,02:01,26:02,0.371566206059272,1.36688127162491e-05
NA18975,02:01,02:06,0.956530568154288,1.43416647234983e-05
NA18976,33:03,33:03,0.999999999999541,8.52053247938145e-05
NA18977,02:06,24:02,0.903368431753196,0.000184964757646244
NA18978,03:01,31:01,0.914466169509286,0.000178691195646245
NA18979,02:01,24:02,0.774301003028625,0.00144531258671319
NA18980,11:02,31:01,0.602139125534038,8.7479767339056e-05
NA18981,02:01,31:01,0.866625175321413,8.85900444380602e-05
NA18982,24:02,24:02,0.98762820432129,0.00029701784609943
NA18983,02:06,11:01,0.986261679000908,1.33924443650629e-05
NA18984,24:02,33:03,0.998511928801048,0.000504202082011353
NA18985,24:02,31:01,0.955377034150916,0.000378223533998192
NA18986,24:02,31:01,0.985870916170031,2.28209885078039e-05
