sample.id,DRB5.1,DRB5.2,DRB5.prob,matching
HG00403,00:00,01:01,0.886218006979905,1.49566561538962e-06
HG00404,00:00,00:00,0.964049066027967,2.94120610468444e-06
HG00406,00:00,00:00,0.999999783727855,7.95852143698717e-05
HG00407,00:00,01:01,0.970010250652094,4.892435837276e-05
HG00409,00:00,00:00,0.999999922832289,5.46130680138259e-05
HG00410,00:00,00:00,0.997347536024476,1.6710358993639e-06
HG00419,00:00,00:00,0.922273718377854,1.06052262966386e-06
HG00421,00:00,00:00,0.999999999709173,0.000116310918181811
HG00422,00:00,00:00,0.999999993265394,0.000103546409527989
HG00428,00:00,00:00,0.999999999999103,0.000357208136829995
HG00436,00:00,00:00,0.999999754497663,2.79228488042023e-05
HG00437,00:00,00:00,0.913832518979167,6.79112013944483e-07
HG00442,00:00,00:00,0.999999906984668,0.000140780527365075
HG00443,00:00,01:01,0.985394552115646,5.19513639062358e-05
HG00445,00:00,02:02,0.937126830291954,1.66692581815185e-05
HG00446,00:00,02:02,0.630816773765988,9.55607639186989e-06
HG00448,00:00,00:00,0.979450983701335,1.58955880852169e-05
HG00449,00:00,00:00,0.99766540996902,7.78699411897463e-05
HG00451,00:00,00:00,0.999998819631641,1.58556143469594e-05
HG00452,00:00,00:00,0.999906250748851,0.000372413849742904
HG00457,00:00,01:01,0.945399531496888,1.94304836127695e-06
HG00458,00:00,00:00,0.999999999999702,0.000148037618448694
HG00463,00:00,00:00,0.99999999271396,7.24278722227228e-05
HG00464,00:00,00:00,0.999999997962528,0.000141642622220177
HG00472,00:00,00:00,0.999999857013384,4.33297676771733e-05
HG00473,00:00,00:00,0.997897952358656,1.4212305497791e-05
HG00475,00:00,01:01,0.998911725331806,2.3730243180117e-05
HG00476,00:00,00:00,0.976036133896205,2.54047595292389e-05
HG00478,00:00,01:01,0.927054870689869,4.06586295692675e-06
HG00479,00:00,01:01,0.999999857148393,4.47885664562562e-05
HG00500,00:00,00:00,0.996420593925175,4.81680325659946e-07
HG00513,00:00,00:00,0.998501158546239,1.04930264517335e-05
HG00524,00:00,00:00,0.999999991140216,6.83972766601347e-05
HG00525,00:00,00:00,0.998301746104914,1.1880235521498e-05
HG00530,00:00,00:00,0.99999998463657,0.0001535101481714
HG00531,00:00,01:01,0.986328407815559,8.86911217357023e-06
HG00533,00:00,01:01,0.994529040212388,6.37308435692891e-06
HG00534,00:00,00:00,0.999999983873141,4.55466099385425e-05
HG00536,00:00,00:00,0.9997526214539,3.24406441147561e-05
HG00537,00:00,00:00,0.999999525233267,7.69099704952897e-06
HG00542,00:00,00:00,0.999999318454948,1.98058923253219e-05
HG00543,00:00,01:01,0.999999982548836,6.2976822467842e-05
HG00556,00:00,00:00,0.99134371022484,6.26895882848448e-07
HG00557,00:00,00:00,0.999999999602778,3.90058649363311e-05
HG00559,00:00,00:00,0.99979463225171,2.58346121132918e-05
HG00560,00:00,01:01,0.999999725993188,7.48233657357026e-05
HG00565,01:01,01:01,0.931934553930794,1.46557187062188e-05
HG00566,00:00,00:00,0.999999976503113,5.40159121904313e-05
HG00580,00:00,00:00,0.999999567349347,0.000177360281168194
HG00581,00:00,01:01,0.63803250349838,5.52179467730519e-07
HG00583,00:00,00:00,0.999999800265087,2.4559089775805e-06
HG00584,00:00,01:01,0.998827379048638,0.000106019495525142
HG00589,00:00,01:01,0.999972323221615,8.05995284370541e-05
HG00590,00:00,01:01,0.997854432724515,4.61207403032874e-05
HG00592,00:00,00:00,0.999999977412011,4.74079148236039e-05
HG00593,00:00,01:01,0.988191116913068,1.109801444914e-05
HG00595,00:00,00:00,0.917115068021607,2.31767743990116e-05
HG00596,00:00,00:00,0.999999025820825,0.000138442751173767
HG00598,00:00,00:00,0.999999810121142,6.319310745026e-05
HG00599,00:00,00:00,0.989925972194684,3.49410212564217e-06
