sample.id,DPB1.1,DPB1.2,DPB1.prob,matching
NA18610,04:02,05:01,0.991516536857716,0.000858392410495121
NA18611,02:01,02:01,0.93507748308209,0.000118609747916351
NA18612,03:01,05:01,0.701563841882923,0.000158912054772571
NA18613,02:01,04:01,0.917684388753432,3.86424762521197e-05
NA18614,04:01,14:01,0.92326306794116,8.66080350077459e-05
NA18615,02:02,17:01,0.990190643830974,0.000151165432812904
NA18616,02:02,04:02,0.978988868517318,0.00020383138984828
NA18617,04:01,05:01,0.978293269571441,0.0013943181480584
NA18618,02:01,13:01,0.980278972702247,0.000152796631140756
NA18619,04:02,19:01,0.996755646627613,6.74067000208952e-05
NA18620,04:02,13:01,0.919725962207416,8.51488988584369e-05
NA18621,02:02,05:01,0.868252692535958,7.53349678080293e-06
NA18622,02:01,05:01,0.977671102813436,0.00410740051469805
NA18623,03:01,17:01,0.923128065255464,9.32361092152087e-05
NA18624,05:01,17:01,0.992688928265081,0.000623519291516248
NA18625,02:02,10:01,0.900401001147303,3.81892629428367e-05
NA18626,03:01,04:01,0.673426693157817,5.75280922784796e-05
NA18627,05:01,05:01,0.990052205231707,0.00298933778350618
NA18628,04:02,05:01,0.984198822968207,0.000967125822633839
NA18629,05:01,05:01,0.982396075299415,0.00162540814005386
NA18630,02:02,05:01,0.936909695639308,0.000521733418795833
NA18631,05:01,05:01,0.993823983886772,0.00364602812269117
NA18632,04:01,13:01,0.977827103685803,5.44992323676523e-05
NA18633,05:01,05:01,0.977723295957924,0.00116693629773127
NA18634,05:01,05:01,0.994120362640731,0.00351780344197074
NA18635,04:02,05:01,0.497972575102133,3.9578600879211e-05
NA18636,02:01,02:02,0.82105935163516,0.000167389080341455
NA18637,05:01,05:01,0.985171325043771,0.00212895482545013
NA18638,02:01,04:01,0.937537356886206,0.00126448340631484
NA18639,03:01,05:01,0.750738590313573,3.80820066569421e-13
NA18640,02:01,05:01,0.925762500935857,0.0010609528700644
NA18641,04:02,05:01,0.99115132944824,0.000710971020518228
NA18642,02:02,04:01,0.921014314118612,0.000144954903615927
NA18643,05:01,05:01,0.996121018285725,0.00217431529752043
NA18644,02:01,19:01,0.92117537516968,3.6516600001766e-05
NA18645,05:01,13:01,0.973048770156094,0.000638979732753036
NA18646,04:01,19:01,0.988388010004131,4.77561010795779e-05
NA18647,05:01,17:01,0.974550253948405,3.00921543658368e-05
NA18648,02:01,05:01,0.90130473144107,0.000354860134279501
NA18740,05:01,13:01,0.97387767352252,9.33567418445059e-06
NA18745,02:01,13:01,0.959254426790076,0.000148023114230834
NA18747,02:01,05:01,0.992224694635175,0.00021794579498887
NA18748,04:01,09:01,0.770538982379356,0.000250113136411232
NA18749,04:01,04:01,0.967867173579204,0.000423795232872201
NA18757,04:01,05:01,0.970288514399308,0.0012741573433518
NA18939,02:01,05:01,0.819876557903432,0.000861099126993767
NA18940,02:01,04:02,0.959679958974172,0.000115383251824625
NA18941,05:01,05:01,0.979256608053258,0.002259081897847
NA18942,05:01,05:01,0.986824026697779,0.00207784566723811
NA18943,02:01,05:01,0.96358831197563,0.00236401420076199
NA18944,02:01,05:01,0.985239983111967,0.00274442792220774
NA18945,02:01,05:01,0.913684820811771,0.00100801114403731
NA18946,04:02,05:01,0.986882338246263,0.00184578232651015
NA18947,09:01,09:01,0.907736258989729,0.000771907857864373
NA18948,02:01,17:01,0.890607849310605,0.000175287015343968
NA18949,02:01,04:02,0.907054332457601,0.000409106654588204
NA18950,04:02,05:01,0.9886813832586,0.00158474870230121
NA18951,02:01,05:01,0.983226932663465,0.00287933313626305
NA18952,05:01,05:01,0.989706829962699,0.000246818506993796
NA18953,05:01,05:01,0.991163378900949,0.00144633020299894
NA18954,02:01,09:01,0.901932635291882,0.000103129761164735
NA18956,05:01,09:01,0.942575481668896,0.00183935448167579
NA18957,02:01,09:01,0.842827358210333,0.000561258820088839
NA18959,05:01,09:01,0.873233666871835,2.35134338022749e-05
NA18960,05:01,05:01,0.991112545572622,0.00260713020726879
NA18961,05:01,05:01,0.991245303277063,0.00239069458158369
NA18962,04:02,09:01,0.927311978508526,0.00112462396506482
NA18963,02:01,02:01,0.916381418286891,0.00079661336142329
NA18964,02:01,02:01,0.888155799633671,0.00051278616889353
NA18965,02:01,05:01,0.88320167945627,0.00132437741671012
NA18966,05:01,13:01,0.98163304999525,0.000180634018793768
NA18967,02:01,02:01,0.910814923139321,5.63602559760223e-05
NA18968,03:01,05:01,0.871365503378539,0.000372250778986825
NA18969,02:01,09:01,0.565823653641855,0.000292827135192432
NA18970,05:01,09:01,0.87543761766396,0.0014034741075933
NA18971,05:01,05:01,0.98617813573825,0.00169469717411754
NA18972,02:01,05:01,0.980455368677536,0.00194913222459037
NA18973,05:01,05:01,0.991566852760874,0.0028863657569894
NA18974,02:01,02:01,0.964403920367022,0.000775595988715727
NA18975,02:01,04:02,0.896732979442355,0.000323024360185506
NA18976,04:01,04:01,0.996166520610374,5.23018932886801e-05
NA18977,05:01,05:01,0.992558603372586,0.00168347386826922
NA18978,05:01,05:01,0.992889227700364,5.96472556200992e-05
NA18979,05:01,09:01,0.932878882615267,0.00133810581179023
NA18980,02:01,05:01,0.9351465500199,6.35956671347033e-05
NA18981,04:02,05:01,0.984860785219275,0.000271088625711372
NA18982,02:01,09:01,0.876374381991695,5.12133012621245e-05
NA18983,02:01,05:01,0.757843178162182,0.00232080715312442
NA18984,03:01,04:01,0.918549472263093,4.14957445124398e-05
NA18985,02:01,05:01,0.975280334485639,0.000205288591513546
NA18986,02:01,05:01,0.993932280886032,0.00054898577949934
NA18987,03:01,05:01,0.991616844031559,0.000150261138198233
NA18988,02:01,04:02,0.980342449497928,0.00133946274863111
NA18989,03:01,09:01,0.820845994573072,1.40084913116385e-05
NA18990,02:01,02:01,0.75579871399138,4.84907128868492e-06
NA18991,02:01,02:01,0.950549524875932,0.000579521752719373
